medida500_L,medida500_M,n_students,p01,p02,p03_01,p03_02,p03_03,p03_04,p03_05,p04,p05_01,p05_02,p06_01,p06_02,p06_03,p06_04,p06_05,p07,p08_01,p08_02,p08_03,p08_04,p08_05,p08_06,p08_07,p08_08,p08_09,p08_10,p08_11,p08_12,p09,p10_01,p10_02,p10_03,p10_04,p10_05,p10_06,p11_01,p11_02,p11_03,p11_04,p11_05,p11_06,p11_07,p11_08,p11_09,p11_10,p11_11,p12_01,p12_02,p12_03,p12_04,p12_05,p12_06,p13_01,p13_02,p13_03,p13_04,p13_05,p13_06,p13_07,p13_08,p13_09,p13_10,p13_11,p13_12,p13_13,p13_14,p14_01,p14_02,p14_03,p14_04,p14_05,p14_06,p14_07,p14_08,p14_09,p14_10,p14_11,p15_01,p15_02,p15_03,p15_04,p15_05,p15_06,p15_07,p15_08,p15_09,p16_01,p16_02,p16_03,p16_04,p16_05,p16_06,p17_01,p17_02,p17_03,p17_04,p17_05,p17_06,p18_01,p18_02,p18_03,p18_04,p18_05,p18_06,p18_07,p18_08,p18_09,p19_01,p19_02,p19_03,p19_04,p19_05,p19_06,p19_07,p19_08,p19_09,p20_01,p20_02,p20_03,p20_04,p20_05,p20_06,p20_07,p20_08,p20_09,p21_01,p21_02,p21_03,p21_04,p21_05,p21_06,p21_07,p22_01,p22_02,p22_03,p22_04,p22_05
455.9618392857143,432.66113333333334,63,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,3,1,3,1,1,4,1,1,4,1,1,2,1,1,3,2,4,4,1,1,1,2,4,1,4,3,2,2,4,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,2,2,2,1,1,1,1,4,4,3,4,4,3,3,4,2,2,3,4,4,4,2,4,4,2,1,2,1,1,3,1,4,3,1,3,5,4,3,1,1,1,1,1,1,1,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1
462.08219607843137,415.67959615384615,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,3,2,3,2,3,2,3,2,2,1,1,2,1,1,2,3,3,3,2,1,3,3,4,4,4,4,2,2,2,2,2,2,4,4,6,7,5,3,4,4,4,4,4,4,3,4,2,1,1,2,1,2,2,1,2,1,1,3,2,2,3,3,2,2,3,2,1,2,2,2,2,2,3,3,3,2,3,2,1,1,1,4,1,NA,4,4,4,1,1,1,1,4,1,1,4,4,3,3,3,3,2,3,3,3,2,3,2,2,2,2,1,3,3,2,2,3,2
483.02965,452.1792608695652,47,1,1,NA,NA,2,NA,NA,2,6,3,NA,NA,NA,2,NA,2,3,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,4,4,2,1,1,2,3,1,1,4,1,1,3,2,1,2,2,5,5,6,5,6,5,3,2,4,3,NA,4,2,4,1,2,2,2,2,2,2,2,2,1,1,4,4,4,4,4,3,3,3,3,2,4,4,4,4,5,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,3,3,3,3,4,4,4,3,3,4,2,2,2,2,2,2,2,2,2,3,2
440.24040625,416.9498235294118,35,1,1,NA,NA,NA,2,NA,2,4,2,2,NA,NA,NA,NA,2,3,3,2,2,2,1,3,2,2,2,2,2,NA,2,1,2,2,1,2,1,1,2,3,3,3,2,4,4,3,3,2,2,2,2,2,2,3,3,4,4,3,5,4,3,3,3,5,3,3,3,2,2,2,2,1,2,2,2,2,1,1,3,3,3,3,3,4,3,3,4,4,5,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
481.8992727272727,453.68692452830186,55,1,1,NA,NA,2,NA,NA,2,4,3,NA,NA,NA,NA,2,2,3,2,2,2,3,2,2,2,3,2,3,2,1,NA,NA,3,NA,NA,3,2,1,3,2,2,2,2,2,3,3,3,2,2,1,1,2,2,4,3,4,4,4,4,4,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,2,1,1,3,2,3,3,3,3,3,3,3,1,3,2,2,3,3,4,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,3,3,3
480.35410526315786,462.7804210526316,38,2,1,2,2,2,2,NA,2,6,3,2,2,2,2,2,2,3,3,3,3,4,2,2,2,3,2,3,3,1,1,1,3,1,1,3,1,1,3,1,2,4,4,4,4,1,2,2,3,2,1,2,2,5,4,4,4,5,4,4,5,5,3,3,2,2,3,2,2,2,2,2,2,2,2,1,1,2,4,3,3,4,4,4,4,4,4,2,3,4,4,4,5,3,3,3,3,3,2,1,1,1,3,3,3,3,2,2,3,3,3,3,3,3,3,5,5,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,2,2,3,2
460.6676176470588,427.55773529411766,36,1,1,NA,2,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,2,3,2,3,2,2,1,4,2,2,1,3,1,2,1,1,2,1,1,2,2,4,3,1,1,3,4,4,4,4,4,2,1,1,1,2,1,3,2,3,4,4,5,5,3,3,3,4,4,3,3,2,2,2,2,1,2,2,2,2,1,1,3,4,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,2,1,1,2,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,2,2,2,2,3,2,2,1,2,3,2
457.5881428571429,425.51800000000003,64,1,1,2,1,2,2,2,2,4,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,4,3,3,3,3,2,2,2,2,3,1,1,2,2,1,2,2,1,2,1,1,4,4,3,4,4,4,4,4,3,4,5,5,5,5,5,4,4,3,2,4,4,4,4,4,5,5,4,4,5,5,4,4,1,4,5,1,4,4,4,3,3,4,4,3,3,3,3,3,3,4,3,3,2,2,2,1,1,1,3,1
465.38867741935485,418.7834848484848,33,2,5,NA,NA,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,2,2,1,3,4,2,4,2,2,2,3,2,NA,1,1,2,1,1,2,1,4,3,1,1,4,4,4,4,4,4,1,1,1,1,1,1,7,7,2,6,6,6,4,2,2,3,4,6,3,7,1,2,2,2,2,2,2,1,1,1,1,3,2,3,3,2,4,3,3,2,2,3,2,2,3,4,2,3,2,3,5,2,1,1,1,1,1,3,4,4,4,1,1,1,1,4,1,1,1,4,3,3,1,1,1,1,3,3,3,3,2,2,2,2,1,2,2,2,1,3,2
509.8433333333333,461.6907142857143,21,1,1,NA,NA,2,NA,NA,2,3,3,NA,NA,NA,NA,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,7,5,4,4,3,4,3,4,3,1,3,2,2,1,2,2,2,2,2,2,1,1,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2
484.81835714285717,452.29976363636365,59,1,1,NA,NA,NA,NA,2,NA,3,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,3,3,2,1,4,2,2,2,4,3,2,2,2,2,2,2,4,4,2,4,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,3,3,3,3,2,2,3,3,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2
425.47413513513516,403.48989473684213,39,1,1,2,1,2,2,1,2,4,1,1,1,1,1,1,2,2,2,1,3,2,1,2,1,1,1,1,1,1,1,1,3,1,1,3,1,4,3,1,3,4,4,4,4,3,4,2,3,3,3,4,3,2,1,2,2,2,3,4,1,4,4,4,3,3,4,1,1,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,2,2,3,3,3,3,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,2,2,3,2,2,2,3,2
494.9888813559322,483.2987580645161,62,2,2,NA,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,1,1,1,1,4,2,2,1,3,1,2,2,1,1,1,3,1,1,3,1,1,2,1,1,1,1,1,3,4,4,1,1,1,1,2,2,3,1,3,1,4,4,4,3,3,4,2,3,2,4,2,2,1,1,2,2,2,1,1,1,1,3,2,3,4,4,4,4,4,1,3,4,5,3,3,4,4,3,3,2,3,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2
474.649275862069,433.8438823529412,35,2,2,NA,NA,NA,2,NA,2,3,3,NA,NA,NA,NA,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,3,3,1,1,3,1,1,1,3,4,1,2,2,1,2,1,7,7,7,6,4,6,5,3,3,3,3,4,2,3,1,2,2,2,2,2,2,2,2,1,1,3,3,3,4,3,3,3,3,4,2,2,3,3,2,3,1,2,2,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,2,2,2,3,2,2,3,2
448.2967857142857,412.2004411764706,35,2,1,2,2,2,2,NA,2,3,3,2,2,2,2,2,3,2,3,4,2,2,1,3,1,2,1,3,2,2,1,2,3,1,2,NA,1,3,3,1,1,4,3,1,1,4,1,1,3,2,1,2,2,6,3,3,7,3,5,4,4,3,2,3,4,3,3,1,2,2,2,2,2,2,2,1,1,1,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,5,5,5,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,NA,1,1,3,1
455.40564516129035,403.6432162162162,37,2,1,NA,NA,NA,2,NA,2,NA,3,NA,NA,NA,NA,2,2,2,3,2,2,2,1,4,2,2,2,3,3,4,1,1,4,1,1,4,1,2,3,3,1,4,4,4,3,4,4,1,2,1,1,2,1,3,3,4,4,4,6,6,3,3,3,3,2,1,2,2,2,1,2,2,2,2,2,1,1,1,3,3,3,4,4,3,4,4,3,1,2,2,3,3,3,3,3,2,1,3,2,4,4,4,4,4,1,4,4,4,4,1,1,1,1,4,1,3,4,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,1,2,2
460.75612,412.2700384615385,26,2,1,NA,NA,NA,NA,2,2,2,1,NA,NA,NA,NA,NA,4,2,2,1,2,2,1,2,2,1,1,3,2,3,1,1,2,1,1,2,4,4,4,1,1,4,1,4,NA,4,4,2,2,2,2,3,2,3,3,4,4,3,4,5,3,3,3,4,4,3,4,1,1,2,2,2,2,1,1,1,1,1,4,3,3,4,4,4,4,4,4,2,2,2,2,2,3,4,3,3,2,1,1,1,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2
474.6195348837209,455.1045,45,2,2,2,2,2,1,1,2,5,1,NA,NA,NA,NA,NA,2,2,1,1,1,3,1,3,1,1,2,2,4,1,1,1,4,1,1,4,1,4,1,1,1,3,1,1,3,1,2,1,1,1,1,1,1,1,1,4,1,5,1,1,1,2,3,4,3,3,3,1,2,2,2,2,2,2,1,1,1,1,3,2,3,4,4,4,4,4,3,2,4,4,3,3,3,4,3,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,3,2,2,3,2
460.6133125,426.76340425531913,50,1,1,2,1,2,1,1,1,5,2,2,1,1,1,1,2,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,1,2,1,4,2,1,4,1,4,3,2,1,3,2,3,3,3,4,1,1,1,1,2,2,3,2,5,3,4,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,3,2,3,2,2,2,2,3,4,4,4,3,3,3,3,3,3,2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,NA,2,2,2,2,2,3,3,2,2,3,2
470.545,415.3861176470588,18,2,1,2,2,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,2,2,1,1,2,3,1,3,1,2,1,3,2,1,1,1,2,1,1,2,1,3,2,1,1,2,1,3,3,4,4,1,1,1,1,1,1,7,1,7,6,6,3,3,2,7,3,4,3,3,4,1,1,2,2,2,2,2,2,1,1,1,3,2,2,4,3,2,3,3,3,2,2,5,1,2,4,4,3,2,3,2,1,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,1,1,1,3,2,3,2,3,2,2,2,2,4,2,2,2,2,3,3,3,2,2,3,2
521.1358913043479,535.5188913043478,46,1,1,2,2,1,1,1,2,3,2,2,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,4,4,3,2,1,4,4,4,4,4,4,2,2,2,1,2,1,7,6,6,6,6,6,5,3,3,3,4,6,2,3,1,2,2,2,1,2,2,1,2,1,1,4,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,2,5,4,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,2,1,2,1,2,2,2,2,2,2,2
510.08525,488.60175,4,1,1,NA,NA,NA,2,NA,2,6,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,4,4,1,2,1,1,1,1,4,2,3,7,4,4,3,3,3,3,3,3,1,4,1,2,2,2,2,2,2,2,2,1,1,4,3,4,4,4,4,4,4,4,2,3,5,4,4,4,4,3,4,4,2,2,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,3,4,3,3,3,3,3,3,3,4,2,1,1,2,3,4,2,3,2,4,1
541.2184347826087,563.7652608695652,46,1,1,NA,NA,NA,2,NA,2,3,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,4,4,3,1,4,4,4,4,4,4,2,2,2,1,2,2,7,2,4,7,4,5,4,2,2,2,2,4,3,4,1,2,2,2,1,2,1,1,2,1,1,3,2,2,3,3,3,3,2,3,1,3,1,2,1,2,1,2,3,1,1,1,4,4,4,4,3,3,4,4,4,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,3,3,2,1,1,1,2,2,2,2,2,3,1,3,1
523.5006,528.1828,25,1,1,2,1,2,1,1,2,3,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,1,3,2,2,1,3,3,1,3,3,2,NA,3,1,4,4,1,3,3,4,4,2,2,1,1,2,2,5,4,3,4,3,3,3,3,3,4,3,3,2,3,2,2,2,2,2,2,2,2,2,1,1,3,1,3,4,4,4,4,4,4,1,4,5,2,2,4,4,4,3,2,2,2,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,2,2,3,2
509.739,523.416125,16,1,1,2,2,1,2,1,2,5,3,NA,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,5,2,2,5,2,3,NA,2,2,2,2,3,4,3,3,2,2,2,2,2,2,3,2,3,4,3,3,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,5,5,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
535.5287368421052,534.7546315789474,38,1,5,2,2,2,2,NA,2,NA,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,3,1,1,3,1,4,4,2,2,4,3,3,3,3,3,3,2,1,1,2,3,3,2,1,7,4,4,4,2,2,3,3,4,4,5,1,2,2,2,2,2,2,2,2,2,1,3,2,3,4,4,4,4,3,4,2,2,2,3,3,3,4,4,3,4,1,2,3,2,3,2,2,3,3,3,3,3,3,4,2,2,3,3,3,4,3,2,2,2,3,2,2,2,2,4,2,2,3,2,2,3,3,2,3,4,4
529.4800697674418,554.5710465116279,43,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,3,2,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,3,2,1,1,2,3,4,4,3,3,3,2,2,1,3,2,7,3,3,5,1,4,3,3,2,2,2,3,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,3,3,3,3,2,3,3,1,2,3,2,2,2,2,3,2,2,1,2,3,4,4,4,3,1,4,4,4,4,4,1,1,1,2,1,1,1,3,3,2,1,1,3,2,3,2,3,2,2,2,2,2,3,3,2,2,2,2
492.21486486486486,500.3004864864865,37,1,1,2,2,1,2,1,2,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,NA,1,2,NA,3,3,4,2,3,4,2,4,3,4,4,2,2,2,1,1,2,5,3,4,4,4,5,4,2,2,2,2,2,2,5,1,2,2,2,2,2,2,1,2,1,1,3,3,3,3,3,3,3,3,2,1,3,3,3,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,1,3,4,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,2,3,2
516.5012702702703,519.7062972972973,37,1,1,NA,2,2,2,NA,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,3,4,3,2,2,4,3,4,3,3,4,3,3,2,2,3,3,7,3,5,7,4,6,5,2,7,4,4,6,3,3,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,3,2,2,2,3,1,3,2,2,2,2,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,4,3,1,4,1,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,1
509.70455555555554,529.457625,9,1,1,NA,2,NA,NA,NA,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,3,1,1,2,1,1,2,1,4,3,4,1,4,4,4,3,4,4,1,1,1,1,1,1,4,5,2,5,1,3,4,2,2,4,2,3,2,3,1,2,2,2,1,2,2,1,1,1,1,3,2,2,4,3,3,3,4,2,1,3,3,3,3,4,3,3,2,2,1,2,3,4,4,2,3,3,3,3,2,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,2,3,2,1,2,1,3,2,1,2,2,3,1
519.486475,540.4496097560975,41,2,1,2,2,NA,2,NA,2,3,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,2,2,1,2,1,3,2,1,3,2,4,4,1,2,4,4,2,NA,4,4,2,4,4,1,3,2,7,5,7,7,4,3,2,3,2,4,4,2,2,2,1,2,2,2,1,2,2,1,1,1,2,3,2,2,3,2,3,3,2,1,2,2,1,3,3,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,2,2,2,1,3,1
529.5697368421053,503.2023898305085,59,2,1,NA,NA,2,NA,NA,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,3,1,2,2,2,3,2,2,2,3,4,2,1,1,4,2,3,3,4,3,1,1,1,1,2,2,4,7,3,5,3,4,4,3,4,3,5,5,1,4,1,1,2,2,2,2,2,1,1,1,1,3,3,3,4,4,3,3,3,3,1,3,5,4,4,4,5,4,4,3,1,2,4,4,4,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,3,1,1,1,3,1
533.4702380952381,489.40419354838707,64,1,1,2,2,2,NA,NA,2,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,3,2,2,4,2,2,4,3,3,3,2,3,3,2,2,3,4,4,1,2,2,2,2,2,3,3,2,3,3,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,4,4,4,3,3,2,3,2,2,3,3,3,3,3,3,4,3,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2
567.1629,544.3758,60,1,1,NA,NA,NA,2,NA,2,NA,2,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,2,2,2,2,2,2,3,4,3,1,1,4,1,1,1,4,4,1,1,1,1,1,2,7,6,6,7,6,6,7,7,5,5,5,4,5,6,2,2,2,2,2,2,2,2,1,NA,1,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,3,2,3,1,1,4,4,3,4,4,1,4,4,4,5,5,1,1,1,1,1,5,5,4,4,4,3,NA,3,3,3,3,4,1,1,1,1,1,2,4,1,1,1,1
537.1704791666666,542.9273829787234,49,1,1,2,2,2,1,1,2,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,3,3,2,2,3,4,3,1,1,4,3,3,3,4,4,2,2,2,2,2,1,7,6,6,6,5,5,5,5,5,5,5,3,3,3,1,1,2,2,1,2,1,1,2,1,1,3,3,3,2,2,3,2,3,3,2,2,2,3,3,2,2,3,2,2,1,1,4,4,3,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,2,3,2,2,2,2,2,3,2,2,2,2,3,3,3,3,2,3,2
515.9335090909091,492.51632075471696,55,1,1,NA,NA,2,NA,NA,2,4,1,1,NA,NA,NA,NA,2,2,2,1,2,2,1,2,2,1,1,1,1,3,2,3,2,2,3,2,2,3,2,1,1,2,3,2,2,4,4,1,2,1,1,1,1,4,1,4,3,2,3,3,2,4,3,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,3,2,3,4,3,3,4,3,3,3,2,2,2,2,2,2,3,2,1,1,1,4,1,1,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,3,3,2,4,1,2,2,2,3,2,2,2,1,3,1
562.1294,631.68975,5,2,1,2,2,2,NA,NA,2,4,2,2,2,2,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,4,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,5,5,5,3,1,NA,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,3,1,1,1,4,1
551.7480535714286,549.5528909090909,56,2,5,NA,NA,NA,2,NA,2,1,1,NA,NA,NA,NA,NA,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,3,3,1,1,4,4,4,4,4,4,1,2,2,1,2,2,7,6,7,7,7,7,7,3,6,7,5,4,4,1,1,2,2,2,1,2,2,1,2,1,1,4,4,4,4,4,4,4,4,4,1,3,5,4,4,4,5,5,5,4,3,3,4,1,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,2,3,2,1,1,1,2,3,2,2,1,3,1
504.2459795918367,502.1269,50,1,1,NA,2,NA,NA,NA,2,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,2,1,1,2,1,3,2,4,2,3,4,1,1,2,3,1,4,3,4,4,4,4,1,2,1,1,1,2,3,4,2,5,3,2,2,4,4,3,2,NA,2,4,1,2,1,2,2,2,2,1,1,1,1,4,4,3,4,4,4,4,4,3,4,4,3,5,5,5,5,4,NA,3,1,1,4,4,4,4,3,NA,4,4,5,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,4,1,4,1,1,1,1,4,4,4,1,1,1,1
487.1922075471698,489.02183018867925,54,1,1,NA,NA,2,NA,NA,2,4,2,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,2,2,2,1,2,3,1,2,4,4,4,4,4,3,1,2,1,1,2,2,4,1,3,3,4,5,4,3,3,3,3,4,3,4,2,2,1,2,2,2,2,2,1,1,1,3,2,3,3,3,3,3,3,2,1,2,2,2,3,3,3,2,2,2,1,1,4,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,2,2,3,3,2,2,1,1,1,1,3,3,3,3,2
474.64679591836733,460.2003673469388,50,2,1,NA,2,NA,NA,NA,2,NA,1,1,1,1,1,1,2,1,1,1,2,4,1,2,2,2,1,3,1,5,2,2,5,2,2,5,2,4,3,2,1,4,2,4,4,4,4,1,1,1,1,2,2,7,7,4,7,5,7,7,3,3,3,3,4,4,4,NA,2,2,2,2,2,2,1,2,1,1,3,2,2,3,3,2,2,2,3,1,2,4,3,2,3,4,3,2,2,1,2,1,4,4,4,4,4,4,4,4,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,2,2,2,3,3,2,2,3,2
388.9822,374.0927142857143,7,2,1,NA,NA,2,NA,NA,2,3,2,NA,NA,NA,NA,2,NA,NA,2,1,2,3,1,1,2,2,1,NA,2,1,2,2,4,2,2,4,1,3,NA,1,1,NA,3,3,4,2,3,1,1,1,1,1,1,7,5,NA,6,7,4,4,3,4,3,4,1,1,3,1,2,2,2,2,2,2,1,1,1,1,3,3,2,3,3,3,3,3,3,NA,2,3,3,1,5,5,5,3,4,1,1,4,4,4,4,4,4,4,4,4,4,1,4,1,1,3,1,1,4,3,3,3,3,3,3,3,3,2,4,2,2,2,2,2,2,2,2,2,4,2
417.81108333333333,396.31225,16,1,1,NA,NA,2,NA,NA,2,1,1,1,NA,NA,NA,NA,2,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,NA,3,2,2,1,4,3,4,4,3,3,1,3,1,1,1,1,5,1,3,4,3,3,4,3,3,3,3,4,1,1,1,1,1,1,1,2,2,1,2,1,1,3,2,2,3,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,4,4,4,3,3,3,3,4,3,1,1,1,1,1,1,1,1,4,2,2,2,2,3,3,3,2,2,4,3,1,2,2,3,1,4,1,2,4,2
516.3466052631579,504.3666595744681,47,1,2,NA,NA,NA,2,NA,2,4,1,NA,NA,NA,NA,NA,2,1,3,2,1,3,2,2,2,2,1,2,1,1,2,1,1,1,1,1,3,3,4,2,1,1,2,3,3,3,3,1,2,1,1,1,2,7,5,7,7,7,NA,4,4,2,7,7,3,3,3,1,2,2,2,1,2,2,2,1,1,1,3,2,3,4,3,3,2,2,2,2,2,4,4,4,4,5,4,5,4,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
