medida500_L,medida500_M,n_students,p01,p02,p03_01,p03_02,p03_03,p03_04,p03_05,p04,p05_01,p05_02,p06_01,p06_02,p06_03,p06_04,p06_05,p07_01,p07_02,p07_03,p07_04,p07_05,p07_06,p07_07,p08,p09,p10_01,p10_02,p10_03,p10_04,p10_05,p10_06,p10_07,p10_08,p10_09,p10_10,p10_11,p10_12,p11,p12_01,p12_02,p12_03,p13_01,p13_02,p13_03,p14_01,p14_02,p14_03,p14_04,p14_05,p14_06,p14_07,p14_08,p14_09,p14_10,p15_01,p15_02,p15_03,p15_04,p15_05,p15_06,p15_07,p15_08,p15_09,p15_10,p16_01,p16_02,p16_03,p16_04,p16_05,p17_01,p17_02,p17_03,p17_04,p17_05,p18_01,p18_02,p18_03,p18_04,p18_05,p18_06,p18_07,p18_08,p18_09,p18_10,p18_11,p19_01,p19_02,p19_03,p19_04,p19_05,p19_06,p20_01,p20_02,p20_03,p20_04,p20_05,p20_06,p20_07,p20_08,p20_09,p20_10,p20_11,p20_12,p20_13,p20_14,p21_01,p21_02,p21_03,p21_04,p21_05,p21_06,p21_07,p21_08,p21_09,p21_10,p21_11,p22_01,p22_02,p22_03,p22_04,p22_05,p22_06,p23_01,p23_02,p23_03,p23_04,p23_05,p23_06,p23_07,p23_08,p23_09,p24_01,p24_02,p24_03,p24_04,p24_05,p24_06,p24_07,p24_08,p24_09,p25_01,p25_02,p25_03,p25_04,p25_05,p25_06,p25_07,p26_01,p26_02,p26_03,p26_04,p26_05,p26_06,p27_01,p27_02,p27_03,p27_04,p27_05,p27_06,p27_07,p27_08,p27_09,p27_10,p27_11,p27_12
432.260125,433.36825,8,1,1,NA,NA,2,NA,NA,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,7,2,4,2,4,2,4,4,2,4,3,1,2,2,4,1,1,5,1,1,5,1,1,1,1,2,1,1,1,2,1,2,4,4,2,3,2,3,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,4,4,2,1,4,1,3,4,4,4,1,1,1,1,1,1,7,4,3,7,4,4,3,2,3,5,4,2,2,3,1,2,1,2,2,2,2,1,2,1,1,5,4,2,2,2,1,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2
520.0745555555555,588.7753529411764,18,1,1,NA,2,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,1,2,3,1,3,3,4,2,3,3,2,3,5,2,1,3,2,1,2,1,2,1,NA,2,3,2,1,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,4,2,NA,2,2,2,2,2,NA,2,2,2,NA,2,3,3,NA,4,3,3,3,3,4,2,4,4,1,2,2,1,2,2,2,1,2,1,1,4,4,3,3,3,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,3,3,3,2,2,3,3,3,3,2,3,2
465.1732,400.4101818181818,11,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,7,3,1,3,1,3,3,3,3,4,4,1,2,2,5,1,3,4,1,3,4,1,1,1,1,1,1,1,2,2,1,1,3,3,2,3,1,3,3,2,3,1,1,2,1,1,1,1,1,1,2,1,4,4,2,2,4,4,3,4,4,4,1,2,1,1,1,1,7,7,3,7,4,6,6,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,5,5,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,2,2,2,2,2,2,2,2,3,2
362.24033333333335,396.146,3,1,1,NA,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,4,5,4,4,4,3,3,4,4,4,3,2,1,4,5,NA,1,5,2,1,5,1,2,1,1,1,2,1,1,1,1,1,4,4,4,4,1,4,4,2,4,NA,NA,NA,2,2,NA,NA,NA,2,2,3,4,4,4,3,4,4,4,4,4,3,NA,3,1,1,2,1,4,4,4,7,5,7,NA,3,3,3,3,7,NA,5,1,2,2,2,2,2,2,1,2,2,1,2,3,1,1,1,1,5,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,1,5,5,5,5,5,5,5,1,2,1,1,1,1,4,3,4,3,3,4,3,4,1,2,4,3
547.4292857142857,574.7211428571428,7,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,7,2,3,4,1,1,2,2,3,2,3,1,2,3,4,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,3,2,1,1,2,3,1,1,2,1,1,1,1,1,1,2,1,4,4,4,3,4,4,3,3,4,3,1,1,1,1,2,1,7,4,7,7,7,7,6,3,6,3,7,6,3,6,1,2,1,2,2,2,2,1,2,1,1,4,4,2,4,1,1,4,4,4,4,4,1,3,4,4,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,2,2,2,2,3,3,2,1,1,3,1
430.623,399.5114,5,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,7,2,1,2,2,1,2,1,2,2,3,1,1,2,5,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,2,3,2,3,3,1,1,2,1,1,1,1,1,1,2,1,3,4,1,1,4,2,4,4,3,4,1,2,1,1,1,2,4,4,3,4,2,3,3,3,2,3,4,1,3,1,1,1,1,2,2,2,1,1,1,2,1,4,4,1,2,1,1,3,1,1,1,1,3,1,3,1,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,3,2,3,3,3,2,2,3,2
459.63111764705883,433.21933333333334,18,2,1,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,2,NA,1,1,1,2,1,1,1,7,2,4,2,1,1,2,2,4,2,2,2,4,2,1,1,2,4,1,2,4,1,2,2,2,2,2,1,2,3,1,1,4,2,2,3,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,5,2,3,NA,4,3,3,3,NA,1,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,5,5,4,3,1,1,5,5,5,5,5,1,5,5,5,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,1,1,1,2,4,1,2,2,2,2,3,2,2,1,4,1
424.257,306.80266666666665,3,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,6,3,2,3,1,2,2,2,2,2,2,2,2,2,5,2,1,4,2,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,3,3,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,3,3,1,2,2,1,2,2,6,5,4,5,4,4,5,4,5,5,5,3,5,1,2,2,1,2,2,2,2,1,2,1,1,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,2,1,2,3,3,3,3,3,3,3,3,3,2,2,2
546.1844,518.5856,5,1,1,NA,2,NA,NA,NA,2,4,3,NA,NA,NA,NA,2,1,2,2,2,1,1,1,7,1,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,1,1,3,1,2,1,1,2,1,1,2,2,2,2,3,3,2,3,2,3,2,2,2,NA,NA,NA,2,2,NA,NA,NA,2,2,1,4,4,3,2,4,2,3,4,4,4,1,2,1,1,2,2,4,3,2,6,7,4,NA,2,NA,4,4,1,7,1,1,2,2,1,1,2,2,1,1,1,1,3,2,1,3,1,1,4,3,4,3,2,3,3,3,3,3,2,2,2,2,3,2,3,2,1,1,1,1,1,3,2,2,NA,NA,NA,NA,NA,3,2,2,3,2,3,2,3,2,2,3,2
441.2736,426.9642,5,2,1,NA,NA,2,NA,NA,2,2,1,2,NA,NA,NA,NA,1,2,2,1,1,1,1,7,1,2,2,1,1,2,1,1,2,2,1,1,1,5,1,1,4,1,1,4,1,1,1,1,1,1,2,2,2,2,2,3,1,2,3,2,3,1,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,4,4,1,1,2,2,4,4,4,4,1,1,1,1,1,1,5,4,5,6,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,5,4,2,3,3,2,3,3,4,4,4,4,4,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,2,1,1,1,1,2,3,2,2,2,2,3,2,2,2,2,2,2
463.7372222222222,451.80975,28,1,1,NA,NA,NA,2,NA,2,3,1,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,7,2,2,2,2,2,2,3,4,3,4,4,3,2,5,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,3,3,2,3,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,2,3,4,4,2,4,4,4,4,4,4,1,2,1,1,4,4,4,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,1,1,1,1,1,2,1,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
423.57733333333334,443.4771666666667,7,1,1,NA,2,NA,NA,NA,2,6,5,NA,NA,NA,NA,2,1,1,1,1,1,2,2,7,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,2,2,1,2,2,2,2,1,2,3,3,2,3,3,3,3,2,3,2,2,2,2,2,1,1,1,1,2,1,NA,3,1,1,3,1,2,2,4,4,1,1,1,1,1,1,5,1,1,4,2,3,3,1,2,2,4,4,3,1,1,1,2,2,2,2,2,1,1,2,1,3,3,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,1,2,1,1,3,2,2,2,2,3,3,3,3,2,3,3
403.605,431.356,4,1,1,NA,NA,2,NA,NA,2,5,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,2,7,3,3,3,1,4,2,3,2,3,4,1,2,4,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,2,4,3,2,4,2,2,2,2,2,2,2,2,2,2,1,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,6,1,3,6,2,4,6,3,5,6,5,1,6,1,1,2,2,2,2,2,2,1,2,1,1,4,4,3,1,1,1,1,1,4,1,3,1,1,4,1,4,3,2,2,2,2,3,2,2,4,1,3,1,1,4,3,1,1,1,2,1,1,4,2,2,2,2,3,3,4,2,2,3,4
422.4068,386.2092,5,2,1,NA,NA,NA,1,NA,2,2,2,2,NA,NA,NA,NA,1,2,2,2,1,1,1,7,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,2,NA,3,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,4,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,2,3,3,NA,NA,NA,3,NA,3,4,NA,NA,1,1,1,1,1,1,4,3,2,7,5,6,NA,3,3,3,3,3,NA,7,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,2,3,2,NA,2,2,3,2
482.6286666666667,505.9186666666667,9,1,1,NA,NA,NA,2,NA,2,3,1,1,1,1,1,1,1,2,2,1,1,1,1,7,1,2,2,1,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,3,3,2,3,2,3,3,2,3,1,1,2,1,1,1,1,1,1,2,3,3,3,1,1,2,2,3,3,3,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,1,2,2,1,2,1,1,1,1,1,4,4,3,3,2,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,NA,1,1,1,NA,1,2,3,2,2,2,3,2,3,2,2,2,3,2
510.861,478.8755,2,2,1,2,2,2,1,NA,2,4,1,2,2,2,2,1,1,1,1,1,2,2,2,7,4,3,3,3,4,4,4,4,4,3,3,4,4,4,6,6,6,6,6,5,3,3,2,2,3,2,2,3,3,3,4,4,4,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,4,4,5,4,7,7,7,7,2,3,4,3,3,1,1,1,1,1,2,1,1,1,1,1,5,4,4,5,5,5,5,4,4,4,4,5,5,5,5,3,3,4,4,4,3,3,3,4,4,4,4,5,5,5,4,2,2,1,1,2,2,4,3,3,4,4,3,3,2,1,1,2,3
462.386,467.64875,4,2,1,2,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,7,2,1,2,1,1,2,1,1,1,2,1,1,1,5,1,1,4,1,1,4,1,2,1,1,2,1,1,1,1,1,2,3,2,2,3,2,3,2,2,3,1,1,1,2,2,1,1,1,2,2,1,4,4,1,1,1,1,4,4,4,4,1,1,1,1,1,1,7,3,2,7,3,3,4,4,5,7,3,1,3,3,1,2,2,2,2,2,2,1,2,1,1,5,4,3,2,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,3,2,2,2,2,3,2
536.468,512.8524,5,2,1,NA,NA,2,NA,NA,2,4,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,7,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,4,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,3,4,4,4,3,4,3,4,4,4,4,1,4,NA,3,4,3,5,4,3,4,4,3,3,2,3,3,3,4,3,3,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,4,3,2,2,1,1,3,NA,3,3,3,3,4,4,4,2,2,2,1,2,2,3,3,3,1,1,1,1,1,2,4,2,1,1,1,2,2,3,2,2,2,2,2,2,3,2,2,3,2
477.5152727272727,452.67976923076924,13,1,1,NA,2,2,NA,NA,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,2,1,1,2,2,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,2,3,4,2,1,4,4,4,4,4,4,1,2,2,2,2,2,5,3,4,7,4,4,3,3,3,3,3,3,3,4,1,2,1,2,2,2,2,2,1,1,1,4,3,3,1,1,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,2,1,1,3,2,3,2,2,2,3,2,2,2,3,3
450.54866666666663,423.3714166666667,12,2,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,7,2,2,2,2,2,2,1,2,2,2,1,2,2,4,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,3,3,2,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,2,2,4,4,1,1,2,2,2,2,3,2,2,1,1,2,2,1,4,1,3,3,3,4,3,2,3,3,4,1,2,3,1,1,2,2,1,2,2,1,2,1,1,3,2,2,1,1,1,4,4,4,4,3,1,4,4,4,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,2,2,2,3,3,2,2,3,2
471.53726666666665,440.1114,15,1,1,NA,2,NA,NA,NA,2,3,1,2,2,2,2,2,1,1,1,1,1,2,1,7,2,1,2,2,2,2,1,2,1,2,1,2,2,4,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,4,3,3,4,4,4,4,3,3,4,1,1,1,2,1,1,7,7,7,7,7,3,2,2,2,3,3,1,2,1,1,2,1,1,2,2,2,2,2,1,1,3,3,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,2,2,2,2,2,3,2
459.88962068965515,411.1253703703704,29,1,5,NA,NA,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,2,2,2,1,3,2,2,2,2,1,2,2,5,1,1,5,1,1,2,2,1,1,2,2,1,1,1,1,1,3,3,2,2,3,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,4,4,4,4,4,4,2,2,2,2,2,2,5,5,3,5,6,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,2,2,1,1,3,2,1,1,3,1
527.0862,501.103,5,2,1,2,1,2,1,1,2,2,1,1,NA,NA,NA,NA,1,2,2,2,1,1,1,6,1,1,2,1,1,1,1,1,2,2,1,1,2,5,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,2,3,1,3,3,2,3,1,3,3,1,1,1,2,2,1,1,NA,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,7,7,3,7,2,1,3,2,1,2,7,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,3,2,3,1,1,2,1,1,2,1,1,2,2,2,2,2,2,3,2,3,2,2,2,1,1,1,1,1,1,5,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,1,2,1
447.81,437.1458,5,2,1,2,1,2,1,1,2,5,3,2,2,2,2,2,1,1,1,1,2,2,2,7,2,2,3,2,3,2,2,1,2,2,1,3,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,2,1,3,2,3,2,1,3,1,1,1,2,2,1,1,1,2,2,3,4,4,2,1,4,2,4,4,1,1,1,2,1,1,1,1,4,3,2,4,3,3,3,3,3,4,4,4,5,4,1,2,2,1,2,2,2,1,1,1,1,5,3,1,1,1,1,3,1,4,4,1,1,1,4,4,3,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,3,3,1,1,4,1
580.865625,539.386875,8,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,7,2,2,3,3,2,2,2,3,2,2,1,2,2,3,1,1,4,1,1,4,1,1,1,1,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,1,1,1,2,2,1,1,1,2,2,2,4,3,3,3,4,2,3,4,4,3,2,2,1,1,2,2,5,3,5,6,1,5,3,3,3,4,3,2,2,1,1,2,2,2,2,2,2,1,1,1,1,5,4,4,4,1,1,4,4,3,4,3,4,4,4,4,3,2,3,3,3,2,2,3,3,1,1,1,2,2,3,4,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,3,1
545.7775714285714,595.0262857142857,7,1,1,2,2,1,1,1,2,3,3,2,2,2,2,2,1,1,1,1,1,2,2,7,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,6,1,1,6,2,2,2,2,2,2,2,1,2,2,3,3,3,2,3,3,3,3,2,3,1,1,2,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,2,3,2,1,2,1,1,2,1,5,2,2,5,6,4,3,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,4,4,2,1,1,1,4,4,4,4,4,1,3,2,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2
528.5188823529412,542.8054150943397,53,1,1,NA,2,NA,2,NA,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,2,1,2,1,2,1,1,1,3,2,5,4,1,2,4,1,2,1,1,1,1,2,2,1,1,1,1,2,3,3,2,3,2,2,3,2,3,1,1,1,1,1,1,1,1,1,1,4,4,3,1,2,4,4,4,4,4,4,1,3,2,2,1,1,6,6,4,4,4,4,4,6,6,6,4,4,4,3,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,3,4,3,3,3,3,4,4,4,4,3,2,3,3,3,3,3,3,4,3,2,1,1,3,3,1,1,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2
427.47566666666665,385.6016666666667,9,1,1,NA,2,NA,NA,NA,2,4,2,2,2,2,NA,NA,1,1,1,1,1,2,2,7,2,4,4,2,3,NA,4,4,2,3,1,4,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,3,2,3,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,3,4,4,4,1,4,4,4,4,4,4,1,3,1,1,2,2,6,5,3,7,4,4,3,3,3,3,5,3,1,1,2,2,2,1,2,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,3,3,3,3,3,3,3,3,3,3,3,3
499.7116,429.3085,6,1,1,1,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,7,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,4,1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,2,1
476.30758333333335,440.31741666666665,12,2,1,2,2,2,2,1,2,6,1,1,1,1,1,1,1,1,1,1,1,2,1,7,NA,2,2,1,2,3,1,1,1,2,1,1,1,5,1,1,4,1,1,4,1,2,1,1,1,2,1,1,1,1,1,4,2,2,4,1,4,2,2,4,1,1,2,1,1,1,1,1,1,1,2,3,4,1,1,4,2,1,2,3,2,1,2,1,1,1,1,5,4,2,4,1,3,3,1,2,2,3,3,3,4,1,NA,1,2,2,2,2,1,1,1,1,5,5,5,5,2,2,4,4,3,4,3,4,4,4,3,3,3,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,NA,2,2,2,3,3,1,1,3,1
489.20494444444444,463.7025555555556,18,2,2,NA,NA,2,2,NA,2,4,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,3,2,2,3,1,2,1,1,1,1,1,2,2,1,2,3,2,2,3,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,3,3,NA,1,1,4,1,3,3,3,4,1,2,2,1,1,1,4,3,3,2,3,3,2,2,2,2,1,1,1,3,1,2,2,2,2,2,1,1,1,1,1,4,4,3,3,1,1,4,4,4,3,3,3,3,4,3,3,3,2,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,3,2,1,1,3,1
460.08145454545456,439.48872727272726,11,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,7,1,1,1,1,1,3,2,1,1,2,1,1,2,2,1,2,6,1,1,6,1,2,1,1,2,1,1,2,1,1,2,3,2,2,3,2,3,2,2,3,1,1,2,1,1,1,1,1,1,2,1,3,3,2,1,2,2,4,4,4,4,1,2,1,1,1,1,7,2,3,5,4,3,3,2,2,3,3,2,3,4,2,1,1,2,2,2,2,1,2,1,1,3,2,1,2,1,1,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,2,1,2,3,2,2,2,2,2,3,3,2,2,3,2
483.80808333333334,492.73216666666667,12,2,1,NA,2,NA,2,NA,2,2,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,5,NA,NA,2,NA,NA,2,2,2,1,2,2,2,2,1,1,1,2,4,2,2,4,2,4,2,2,4,NA,NA,2,NA,NA,1,1,1,1,1,1,3,3,1,1,3,1,3,4,4,4,1,1,1,1,1,1,5,NA,3,3,5,5,4,4,5,3,4,4,5,4,1,2,1,2,2,2,2,1,1,1,1,5,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,4,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,2,2,2,2,3,2
456.81995454545455,424.97978260869564,23,2,1,NA,NA,2,NA,NA,2,2,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,7,1,1,1,1,1,3,1,1,1,2,1,2,2,3,1,2,4,1,1,4,1,2,2,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,4,3,4,1,1,1,1,1,1,3,2,1,2,1,2,2,3,1,1,3,2
442.26753846153844,384.93708333333336,13,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,4,2,2,2,3,2,2,3,1,2,2,4,2,2,4,2,2,4,2,2,1,1,2,2,2,1,1,1,2,4,3,3,4,2,4,3,3,4,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,1,2,1,1,2,1,6,7,4,6,4,5,6,3,4,4,5,2,3,4,1,1,2,2,1,2,1,1,1,1,1,4,3,4,2,2,1,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,3,2,1,1,2,1
446.2275,409.1145,6,1,1,2,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,7,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,4,1,1,4,1,1,1,1,1,2,1,2,2,2,2,3,3,2,3,2,3,3,2,3,1,1,2,1,1,1,1,1,1,2,1,3,2,1,1,3,2,3,3,3,3,1,1,1,1,1,1,4,2,2,3,3,4,3,2,2,3,3,2,2,2,1,2,2,2,2,2,2,2,1,1,1,3,4,2,3,2,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,1,2,3,2,3,2,2,2,2,3,2,2,3,2
493.2165,470.5319166666667,12,1,1,2,2,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,2,7,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,6,1,1,6,2,2,2,2,2,2,2,2,2,1,2,3,3,2,3,2,3,3,2,3,1,1,2,1,1,1,1,1,1,1,2,4,4,3,2,4,3,4,4,4,4,1,2,1,1,2,2,5,2,3,6,3,5,5,2,2,2,3,1,2,1,1,1,2,2,2,2,2,1,1,1,1,4,3,2,1,1,1,3,3,3,4,4,2,4,4,4,3,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,3,NA,2,3,2
