medida500_L,medida500_M,n_students,p01,p02,p03_01,p03_02,p03_03,p03_04,p03_05,p04,p05_01,p05_02,p06_01,p06_02,p06_03,p06_04,p06_05,p07_01,p07_02,p07_03,p07_04,p07_05,p07_06,p07_07,p08,p09,p10_01,p10_02,p10_03,p10_04,p10_05,p10_06,p10_07,p10_08,p10_09,p10_10,p10_11,p10_12,p11,p12_01,p12_02,p12_03,p13_01,p13_02,p13_03,p14_01,p14_02,p14_03,p14_04,p14_05,p14_06,p14_07,p14_08,p14_09,p14_10,p15_01,p15_02,p15_03,p15_04,p15_05,p15_06,p15_07,p15_08,p15_09,p15_10,p16_01,p16_02,p16_03,p16_04,p16_05,p17_01,p17_02,p17_03,p17_04,p17_05,p18_01,p18_02,p18_03,p18_04,p18_05,p18_06,p18_07,p18_08,p18_09,p18_10,p18_11,p19_01,p19_02,p19_03,p19_04,p19_05,p19_06,p20_01,p20_02,p20_03,p20_04,p20_05,p20_06,p20_07,p20_08,p20_09,p20_10,p20_11,p20_12,p20_13,p20_14,p21_01,p21_02,p21_03,p21_04,p21_05,p21_06,p21_07,p21_08,p21_09,p21_10,p21_11,p22_01,p22_02,p22_03,p22_04,p22_05,p22_06,p23_01,p23_02,p23_03,p23_04,p23_05,p23_06,p23_07,p23_08,p23_09,p24_01,p24_02,p24_03,p24_04,p24_05,p24_06,p24_07,p24_08,p24_09,p25_01,p25_02,p25_03,p25_04,p25_05,p25_06,p25_07,p26_01,p26_02,p26_03,p26_04,p26_05,p26_06,p27_01,p27_02,p27_03,p27_04,p27_05,p27_06,p27_07,p27_08,p27_09,p27_10,p27_11,p27_12
398.313,364.39914285714286,7,1,1,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,2,7,1,2,2,1,2,2,3,4,NA,4,1,3,NA,4,1,1,3,1,1,3,2,2,2,1,1,2,1,2,2,2,2,3,2,2,3,2,NA,2,2,3,NA,NA,NA,2,2,NA,NA,NA,2,2,2,4,4,3,1,2,2,4,4,4,4,1,1,1,1,1,1,7,6,7,6,6,5,5,5,6,6,6,7,6,6,NA,2,2,2,1,2,2,1,1,2,1,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,2,3,1,1,1,2,3,3,1,3,1,1,1,1,1,3,1,1,1,2,1,2,3,3,3,3,3,3,3,3,4,2,1,1
446.7006666666667,404.91700000000003,9,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,1,2,2,2,2,3,2,1,2,2,5,3,2,2,3,2,2,2,3,2,2,2,2,2,2,1,2,2,4,3,2,3,2,4,3,2,3,1,1,1,2,2,1,1,1,2,2,2,4,2,4,3,4,2,3,4,2,3,1,2,2,1,1,1,4,3,3,4,4,3,3,2,2,2,3,2,3,4,1,2,2,1,2,2,2,1,1,1,1,3,3,2,1,2,2,4,4,4,3,3,4,3,3,4,3,3,3,3,2,3,2,3,3,1,1,3,1,2,4,5,1,2,1,2,1,2,4,1,2,2,2,2,4,3,2,1,3,3
418.41433333333333,422.291625,10,2,1,NA,NA,2,NA,NA,1,6,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,7,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,4,NA,NA,4,1,1,1,1,1,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,2,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,2,2,2,2,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,NA,2,2,1,2,1,1,4,4,4,4,1,1,1,1,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,NA
506.09875,511.99962500000004,8,1,1,2,2,2,2,1,2,4,2,2,2,2,2,1,1,1,1,1,2,1,1,7,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,3,2,2,1,1,2,2,2,2,2,1,2,4,2,2,4,2,4,3,2,4,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,4,3,3,3,1,1,1,1,1,1,6,4,7,7,7,4,5,4,7,6,4,2,2,4,1,2,2,2,2,2,2,1,1,1,1,5,4,3,4,1,1,5,4,5,5,4,4,4,5,4,4,4,4,4,3,4,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,3,3,2,2,2,3,2
556.201875,557.4625555555556,9,1,1,NA,NA,2,NA,NA,2,6,6,2,NA,NA,NA,NA,1,1,1,1,1,2,2,7,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,6,2,1,6,2,2,1,1,1,2,2,2,2,2,2,4,3,2,3,1,3,2,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,2,4,3,4,4,3,4,4,4,4,4,4,1,1,1,1,4,1,7,1,5,7,2,7,7,3,2,3,6,2,2,3,1,2,2,2,1,2,2,1,1,1,1,5,5,5,4,1,2,4,5,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,3,1,1,1,1,1,1,1,2,2,1,1,1,2,4,1,2,2,2,2,3,2,2,1,2,2
216.298,162.385,3,1,1,NA,NA,2,NA,NA,2,3,1,2,NA,NA,NA,NA,1,1,1,1,1,2,2,7,2,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,4,4,4,4,4,1,2,1,1,1,1,4,3,3,3,3,4,4,4,4,4,4,4,4,4,2,1,1,2,2,2,2,2,2,2,2,5,5,4,4,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,3,2,2,NA,4,1
376.13514285714285,345.4961666666667,7,1,1,2,2,1,1,1,2,4,3,2,2,2,2,2,1,1,1,2,2,1,1,7,2,3,3,1,2,2,1,2,1,2,1,2,1,2,1,1,1,NA,NA,3,1,1,1,1,1,1,1,2,2,1,2,3,2,3,3,2,3,2,3,3,1,1,2,1,1,1,1,1,1,2,1,4,3,1,1,3,4,3,4,4,4,1,2,1,1,1,2,4,3,2,7,4,4,4,4,2,5,3,6,3,7,1,1,1,2,2,2,2,1,2,2,1,3,3,2,1,2,1,3,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,3,2
306.959,293.4225,6,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,1,1,7,2,3,4,1,4,NA,1,1,1,1,1,3,1,5,2,NA,NA,2,NA,NA,2,1,NA,1,2,NA,1,1,1,1,2,2,2,3,4,1,1,1,3,1,2,2,2,2,NA,2,2,2,2,2,3,4,4,3,2,2,2,4,4,4,4,1,1,1,1,1,1,2,2,NA,3,4,4,4,2,2,5,5,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,NA,3,3,3,NA,4,4,4,2,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438.68075,425.54825,4,1,5,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,3,1,3,2,2,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,3,NA,NA,2,2,2,NA,NA,NA,NA,2,4,4,4,1,1,2,4,4,4,4,4,2,1,1,1,1,2,5,5,3,4,4,5,3,1,2,4,4,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,3,3,5,1,1,3,3,4,2,1,4,3,NA,3,3,2,3,4,3,3,4,2,1,1,1,1,1,1,5,3,1,1,2,2,1,1,3,1,3,2,1,3,3,3,1,1,3,3
448.28925,405.072,8,1,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,4,NA,NA,3,NA,NA,NA,2,NA,1,1,1,2,1,1,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,2,2,1,2,3,1,2,2,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412.803,363.9954,5,1,1,2,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,7,1,3,2,1,1,4,1,1,1,1,1,2,2,5,1,2,4,1,2,4,1,2,2,2,2,2,1,2,2,2,1,3,3,2,3,1,3,3,1,3,1,1,2,1,1,1,1,1,1,2,1,4,4,1,1,2,4,4,4,4,4,1,2,1,1,1,2,2,3,3,7,4,5,5,4,3,4,7,1,4,6,1,2,2,2,2,2,2,1,1,1,1,4,3,2,1,1,1,2,4,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,2,2,3,1,3,3,2,3
398.9514,389.57,5,1,5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,2,2,2,1,2,1,2,1,2,2,5,1,1,4,1,1,4,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,2,3,4,4,3,1,4,4,4,4,4,4,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,1,1,2,2,1,3,3,1,1,1,1,1,4,1,1,1,1,4,4,4,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,4,2,1,1,1,1,1,4,2,4,2,2,4,4,4,2,2,4,2
493.4916,515.9732,5,1,1,2,2,2,NA,NA,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,7,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,3,3,1,4,2,2,1,3,3,3,3,1,3,1,1,1,2,2,1,1,1,2,2,2,4,3,1,1,2,3,4,4,4,4,1,1,1,1,2,2,4,3,2,4,2,1,1,2,1,2,3,3,4,1,1,2,2,1,2,2,2,2,1,1,1,4,3,3,4,1,2,2,1,1,3,1,3,3,3,3,2,2,3,2,2,2,2,2,4,1,1,1,1,1,1,4,2,1,1,1,1,2,3,2,3,3,3,2,3,3,2,2,3,2
491.1912,475.4158,5,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,2,2,2,1,1,1,7,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,5,1,1,5,1,2,1,2,1,1,2,2,1,2,2,3,3,2,3,2,3,3,2,3,1,1,1,2,2,1,1,1,2,2,1,1,3,1,1,1,1,4,4,3,3,1,1,1,1,1,1,4,3,2,3,3,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,5,4,5,4,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,2,1,1,1,1,2,4,1,1,2,2,2,3,2,2,2,3,2
487.67333333333335,537.6453333333333,3,1,1,NA,NA,NA,2,NA,2,2,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,7,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,2,3,2,2,3,NA,NA,NA,2,2,NA,NA,NA,2,2,4,4,4,1,1,4,4,4,4,4,4,1,3,1,1,1,1,5,4,2,5,1,1,3,2,2,3,3,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,4,1,1,1,1,3,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,3,3,2,2,3,2
434.7372,422.177,5,1,1,NA,NA,NA,2,NA,2,2,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,7,1,2,2,1,1,2,1,1,1,2,1,2,1,5,1,1,3,1,1,3,1,2,1,2,1,1,2,1,2,1,2,3,3,2,3,2,3,3,2,3,1,1,1,2,2,1,1,1,2,2,2,4,4,1,2,3,3,4,4,4,4,1,2,1,1,1,1,4,2,2,3,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,2,4,1,1,1,1,3,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,2,2,2,2,3,3,3,2,2,3,2
472.3488,495.1718,5,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,6,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,2,2,2,2,2,1,2,1,1,2,3,3,2,3,2,3,3,2,3,1,1,1,2,2,1,1,1,2,2,3,4,4,1,4,4,4,4,4,4,4,1,1,1,1,1,1,7,5,7,7,7,6,5,3,5,3,4,4,4,4,1,2,1,2,2,2,2,1,2,1,1,5,5,5,5,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2
490.3634,472.02660000000003,5,1,1,NA,NA,2,NA,NA,2,4,2,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,3,1,2,1,1,1,2,1,2,2,1,2,3,2,2,3,2,3,2,3,3,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,3,3,1,2,1,2,1,1,4,1,3,4,3,4,4,3,2,3,4,3,3,1,1,1,1,1,1,2,2,2,1,1,1,4,3,4,3,1,1,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
479.38757142857145,518.4259999999999,7,1,1,1,2,1,1,1,2,6,5,2,2,2,2,2,1,1,1,1,2,2,2,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,2,2,2,2,2,2,2,2,1,2,3,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,1,2,2,2,3,3,1,1,2,2,4,4,3,3,1,1,1,1,1,1,6,2,2,4,4,3,3,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,5,3,2,3,2,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,1,2,1,1,3,2,2,2,2,3,2,3,2,2,3,2
532.2057142857143,465.9441428571429,7,1,1,2,2,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,2,2,2,6,1,2,2,1,1,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,2,2,3,4,4,4,NA,4,2,2,4,4,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,5,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421.3878571428571,438.659,7,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,7,2,2,2,1,2,2,1,1,1,1,1,1,2,5,1,2,4,1,2,4,2,2,1,1,1,2,1,1,1,1,3,3,3,2,2,2,3,3,2,3,NA,NA,NA,2,2,NA,NA,NA,2,2,1,3,2,3,1,2,1,4,4,3,3,1,1,1,1,1,1,7,2,3,7,1,3,3,3,3,3,3,1,1,1,1,2,1,2,1,2,2,1,1,1,1,4,3,2,3,1,1,4,1,1,4,1,1,1,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,2,2,2,2,3,2,2,2,3,2
634.01175,574.8145,4,2,1,1,2,2,2,1,2,6,6,NA,NA,NA,NA,2,1,1,1,1,2,2,2,7,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,4,1,2,4,NA,NA,NA,NA,2,3,NA,2,NA,2,2,3,2,2,3,2,3,3,2,3,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,5,4,3,3,4,4,4,4,4,3,3,3,3,4,1,2,2,2,2,2,2,2,2,1,1,5,4,4,4,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,2,2
462.42633333333333,464.4125,6,1,1,2,2,2,1,1,2,6,1,1,1,1,1,1,1,2,2,2,2,2,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,3,3,2,3,2,3,3,2,3,1,2,2,2,2,1,2,2,2,2,1,2,4,1,1,2,2,4,4,2,3,1,2,1,1,1,1,4,3,2,3,3,4,5,3,2,4,5,2,2,2,1,2,1,2,2,2,2,2,2,1,1,4,4,1,1,1,1,3,3,1,1,1,3,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,2,2,1,2,1,1,2,1,1
420.2314285714286,419.88714285714286,7,1,1,2,2,2,2,1,2,3,NA,2,2,2,2,1,1,1,1,1,2,2,2,6,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,3,1,1,3,1,1,3,1,2,1,2,1,1,1,2,1,2,3,3,3,2,3,2,3,3,2,3,1,1,1,2,2,1,1,1,2,2,2,3,3,1,1,1,1,3,3,3,3,1,1,1,1,1,2,4,2,2,3,3,2,2,2,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,4,4,3,4,2,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,2,1,1,3,2,2,2,2,2,3,2,2,2,3,2
454.58745454545453,436.5488181818182,11,1,1,NA,NA,2,NA,NA,2,5,2,2,NA,NA,NA,NA,1,1,1,2,2,1,1,7,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,4,NA,NA,3,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,NA,4,NA,NA,3,NA,NA,2,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,5,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,1,NA,NA,NA,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
426.4073333333333,382.70675,4,1,1,2,2,2,1,1,2,4,4,2,2,2,2,2,1,1,1,1,2,2,2,7,1,3,3,2,3,2,1,3,2,2,1,2,1,3,1,1,5,1,1,5,1,2,1,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,1,1,1,2,2,1,1,1,2,NA,1,2,3,1,3,3,2,2,4,2,3,1,1,1,1,2,1,2,2,3,3,2,3,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,4,4,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,1,1,1,1,4,1,3,2,1,1,2,1,1,3,2,2,1,2,2,2,3,2,2,3,2
431.1345,436.7575,4,1,1,NA,NA,2,NA,NA,2,3,3,NA,NA,NA,NA,2,1,1,1,1,2,2,2,7,1,1,1,1,2,2,1,1,1,1,1,1,1,4,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,4,3,2,2,2,3,3,2,3,NA,NA,NA,2,2,NA,NA,NA,2,2,3,4,4,2,3,4,4,2,3,3,4,1,1,1,1,1,1,7,NA,6,7,1,4,5,3,4,4,4,3,3,1,1,1,2,2,2,2,2,1,1,1,1,5,5,2,4,1,1,4,4,4,4,4,5,4,5,4,3,3,2,2,3,3,3,3,2,1,1,1,1,3,3,3,2,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,3,2
518.3545,507.118625,8,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,7,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,3,3,4,2,3,3,3,4,2,3,1,1,2,1,1,1,1,1,1,2,1,2,2,1,3,1,3,3,4,4,4,1,1,1,1,1,1,6,1,7,7,5,5,6,4,1,4,6,1,2,6,1,2,2,2,2,2,2,2,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,1,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,3,3,2,2,2,3,1
496.711,506.4834,5,1,1,2,2,2,2,1,2,3,1,2,NA,NA,NA,NA,1,1,1,1,2,2,2,7,2,2,4,3,1,3,1,3,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,3,1,2,2,2,2,3,3,2,3,2,3,3,2,3,NA,NA,NA,2,2,NA,NA,NA,2,2,3,3,3,1,2,3,1,1,3,4,4,1,3,1,1,1,1,7,4,3,7,4,4,6,3,4,3,6,3,2,6,1,2,2,2,2,2,2,1,2,1,1,5,4,3,4,1,2,3,1,1,1,4,1,4,4,4,4,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,2,1,1,1,2,1
524.9657500000001,515.46825,4,1,1,2,2,2,2,1,2,3,2,2,1,1,1,1,1,1,1,1,2,2,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,2,1,1,1,3,1,3,2,3,2,3,3,2,3,3,3,2,2,3,1,1,1,2,2,1,1,1,2,2,1,1,3,1,1,1,1,4,3,4,4,1,1,1,1,1,NA,3,1,3,6,4,3,3,1,1,4,4,3,1,2,1,1,2,2,2,2,2,2,1,1,1,5,4,1,1,1,1,5,5,5,4,4,4,5,4,5,3,3,4,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,3,3,2,2,2,3,2
480.7352222222222,483.95944444444444,9,1,1,NA,2,NA,NA,NA,2,3,NA,2,2,NA,NA,NA,1,1,1,1,1,2,1,7,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,3,3,2,2,3,3,1,1,2,1,1,1,1,1,1,1,1,4,3,3,3,4,4,3,4,4,4,1,2,2,1,3,3,6,1,3,4,5,3,2,2,3,2,2,1,2,3,1,2,2,2,2,2,2,2,1,1,1,4,3,2,2,1,1,1,3,3,1,4,4,3,4,4,3,3,2,1,2,1,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,2,4,2,1,2,2,2,2,3,1,1,3,2
470.914,437.60475,8,2,1,2,2,2,1,1,2,5,NA,1,1,1,1,1,1,1,1,1,2,2,2,7,1,1,1,1,1,2,1,1,1,1,1,1,2,5,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,3,3,2,3,2,3,3,2,3,1,1,1,2,2,1,1,1,2,2,2,3,3,1,1,2,2,1,2,3,1,1,1,1,1,1,1,4,3,5,5,2,4,4,2,2,2,3,2,3,4,2,2,2,2,2,2,2,1,1,1,1,5,4,2,3,1,2,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,3,3,2,1,3,2
509.52212499999996,516.15675,8,1,1,1,2,1,2,1,2,NA,4,2,2,2,2,2,1,1,1,2,2,1,1,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,2,1,1,1,2,1,1,1,2,2,3,2,2,3,2,3,2,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,4,4,2,1,3,3,4,4,4,4,1,2,1,1,1,1,6,1,2,6,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2
445.78625,496.7215,4,1,1,NA,2,NA,2,NA,2,4,NA,NA,NA,2,NA,NA,1,1,1,1,2,2,2,7,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,3,1,1,2,2,3,2,3,2,2,2,2,3,2,3,3,NA,NA,NA,2,2,NA,NA,NA,2,2,1,1,3,1,1,3,3,3,2,3,2,1,3,1,1,1,1,3,2,2,4,3,4,4,3,3,4,4,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,4,1,1,1,1,4,4,4,4,5,4,5,4,4,3,4,3,3,3,3,3,2,2,4,4,5,4,4,5,5,1,1,1,1,1,1,4,1,2,3,2,2,2,3,2,2,1,1
659.43625,680.127,4,2,1,2,2,2,2,1,2,5,5,2,2,2,1,2,1,1,2,2,2,2,2,7,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,3,1,2,2,3,1,3,2,3,2,4,3,2,3,1,4,2,2,4,1,2,2,2,2,1,2,2,2,2,1,1,3,1,1,3,3,4,3,3,4,1,1,1,1,1,1,3,3,4,5,1,1,1,1,5,3,3,3,3,1,1,2,2,2,2,2,2,1,1,1,1,1,4,2,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,NA,1,1,4,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,3,1
443.52933333333334,407.867,3,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,7,1,1,2,1,1,NA,1,2,2,2,1,1,2,3,1,2,3,1,1,3,1,2,1,1,1,1,1,1,1,2,2,3,2,2,3,2,3,2,2,3,1,1,1,2,2,1,1,1,2,2,1,4,3,2,2,4,1,4,3,3,3,1,2,1,1,1,1,3,3,2,3,1,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,2,1,1,1,1,5,4,4,3,1,1,4,5,4,4,4,4,4,3,4,3,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,3,3,2,2,3,2
