medida500_l,medida500_m,grade
529.606,533.526,6to
484.083,498.081,6to
587.788,499.564,6to
602.943,778.255,6to
664.472,771.4059999999998,6to
604.16,602.723,6to
757.284,677.426,6to
486.7,464.824,6to
727.889,575.044,6to
515.608,492.927,6to
516.947,492.503,6to
460.469,499.564,6to
574.399,783.551,6to
529.606,557.251,6to
475.319,548.637,6to
617.427,771.4059999999998,6to
551.637,575.044,6to
580.181,557.251,6to
551.637,598.627,6to
741.034,590.437,6to
532.588,783.551,6to
515.608,492.927,6to
602.943,778.255,6to
514.452,499.564,6to
500.515,476.192,6to
544.638,557.251,6to
475.319,548.637,6to
529.606,518.557,6to
472.337,410.95,6to
489.499,440.747,6to
649.501,598.627,6to
573.791,528.443,6to
664.472,518.557,6to
432.108,342.672,6to
529.606,677.426,6to
573.791,689.006,6to
617.427,562.758,6to
489.499,533.526,6to
365.405,412.927,6to
451.644,439.052,6to
592.596,564.877,6to
436.246,441.241,6to
524.007,486.572,6to
447.932,455.787,6to
434.908,569.325,6to
533.014,511.92,6to
483.474,516.863,6to
628.321,545.954,6to
505.018,376.917,6to
502.888,501.47,6to
552.794,569.325,6to
633.616,582.246,6to
524.007,547.295,6to
570.626,487.702,6to
551.029,488.337,6to
490.047,454.092,6to
536.909,476.334,6to
533.014,625.176,6to
510.252,516.863,6to
589.006,564.029,6to
569.835,549.413,6to
690.581,684.84,6to
538.309,664.717,6to
640.067,700.586,6to
621.931,549.413,6to
477.145,418.435,6to
642.928,553.509,6to
506.723,742.174,6to
611.524,699.033,6to
433.569,502.953,6to
451.644,488.337,6to
420.301,398.17,6to
552.794,492.221,6to
519.808,477.675,6to
512.93,487.702,6to
621.931,549.413,6to
420.301,375.081,6to
529.606,533.526,6to
551.637,689.006,6to
529.606,562.758,6to
532.588,783.551,6to
489.499,492.927,6to
551.637,633.79,6to
420.423,481.77,6to
418.293,493.491,6to
396.931,375.364,6to
447.384,464.824,6to
515.852,530.773,6to
561.253,533.526,6to
449.879,444.136,6to
617.427,681.804,6to
472.337,427.049,6to
365.289,297.519,6to
603.003,533.526,6to
533.136,598.627,6to
565.148,518.557,6to
403.869,530.773,6to
570.443,632.59,6to
680.357,557.251,6to
551.637,475.91,6to
473.493,464.824,6to
651.266,602.723,6to
476.84,392.168,6to
324.081,428.532,6to
565.148,562.758,6to
486.091,427.049,6to
489.499,585.353,6to
396.931,459.882,6to
587.788,590.437,6to
551.637,694.019,6to
632.947,512.344,6to
649.501,689.006,6to
515.852,394.71,6to
515.608,557.251,6to
424.257,428.532,6to
331.628,335.399,6to
500.515,575.044,6to
544.638,621.363,6to
437.159,380.8,6to
405.999,401.559,6to
458.886,511.567,6to
451.583,512.344,6to
475.319,444.136,6to
390.601,385.814,6to
515.852,493.491,6to
561.253,621.363,6to
437.159,444.136,6to
514.452,771.4059999999998,6to
500.515,575.044,6to
502.28,621.363,6to
449.879,492.503,6to
529.606,562.758,6to
515.852,602.723,6to
373.743,369.786,6to
445.558,360.889,6to
405.025,353.546,6to
365.405,444.136,6to
500.271,590.437,6to
348.851,369.997,6to
464.303,440.747,6to
529.606,440.747,6to
437.159,412.927,6to
473.493,590.437,6to
515.852,602.723,6to
405.025,371.41,6to
502.28,492.927,6to
502.219,492.503,6to
529.606,590.437,6to
515.852,511.567,6to
438.498,457.481,6to
602.943,548.637,6to
420.423,481.77,6to
486.091,530.773,6to
464.303,408.338,6to
508.122,574.974,6to
454.2,458.893,6to
551.637,694.019,6to
680.357,621.363,6to
602.943,633.79,6to
473.493,481.77,6to
529.606,539.316,6to
500.515,511.567,6to
561.253,621.363,6to
475.319,492.503,6to
565.148,626.094,6to
403.869,476.192,6to
464.303,512.344,6to
462.477,475.91,6to
500.271,499.564,6to
432.108,459.529,6to
365.405,459.882,6to
354.572,417.093,6to
458.886,410.95,6to
410.137,358.7,6to
475.319,444.136,6to
441.846,404.666,6to
352.625,360.889,6to
394.009,340.624,6to
573.791,494.056,6to
500.271,464.824,6to
445.558,404.031,6to
381.959,345.637,6to
373.743,401.559,6to
410.137,408.338,6to
410.989,459.882,6to
434.116,401.559,6to
445.558,378.117,6to
324.446,340.624,6to
381.959,363.784,6to
565.148,464.824,6to
432.108,360.889,6to
464.303,358.7,6to
475.319,492.503,6to
525.772,401.559,6to
458.886,360.889,6to
424.257,397.111,6to
529.058,436.934,6to
521.877,507.684,6to
560.706,602.44,6to
524.007,486.572,6to
589.006,564.029,6to
438.194,400.077,6to
529.058,564.877,6to
642.928,670.224,6to
519.808,582.246,6to
641.102,638.451,6to
570.626,472.027,6to
464.912,472.591,6to
542.934,501.47,6to
507.453,423.73,6to
575.799,563.606,6to
589.006,579.563,6to
611.037,533.032,6to
566.183,598.416,6to
502.888,501.47,6to
552.794,569.325,6to
466.372,511.92,6to
524.007,437.711,6to
474.588,419.988,6to
491.386,456.281,6to
644.023,582.599,6to
464.912,403.254,6to
541.109,528.796,6to
496.802,454.798,6to
447.932,502.953,6to
529.058,564.877,6to
464.912,442.442,6to
519.808,477.675,6to
641.102,579.563,6to
526.076,472.027,6to
491.386,400.077,6to
592.596,739.421,6to
521.877,492.221,6to
592.353,652.149,6to
451.644,439.052,6to
690.581,582.599,6to
450.244,380.094,6to
451.827,399.653,6to
510.252,501.823,6to
539.831,472.027,6to
592.414,472.591,6to
463.999,436.934,6to
400.826,442.442,6to
616.758,527.242,6to
570.139,486.572,6to
534.414,472.591,6to
477.145,454.092,6to
570.139,399.159,6to
554.498,419.988,6to
681.331,567.136,6to
403.078,375.081,6to
434.908,380.094,6to
419.084,421.33,6to
483.474,376.211,6to
658.995,561.064,6to
592.414,439.052,6to
690.581,602.017,6to
464.912,507.684,6to
575.799,528.796,6to
570.139,579.563,6to
401.069,348.391,6to
569.835,472.591,6to
502.888,375.081,6to
642.928,476.334,6to
527.598,309.768,6to
469.963,399.159,6to
401.069,376.211,6to
506.723,477.675,6to
589.006,638.451,6to
526.076,455.787,6to
668.793,581.893,6to
463.999,436.934,6to
479.153,538.116,6to
480.188,511.92,6to
524.007,547.295,6to
640.067,533.032,6to
435.82,418.435,6to
434.908,459.882,6to
456.209,419.353,6to
461.503,533.032,6to
438.194,549.413,6to
477.145,532.326,6to
507.453,476.334,6to
546.586,494.974,6to
456.209,531.973,6to
474.588,564.029,6to
505.018,420.482,6to
592.596,739.421,6to
690.277,644.24,6to
480.188,421.33,6to
510.252,531.973,6to
640.067,516.369,6to
519.26,503.659,6to
463.999,650.383,6to
493.272,507.684,6to
506.723,511.92,6to
570.139,531.973,6to
542.934,501.47,6to
400.826,522.935,6to
506.723,459.882,6to
496.802,454.798,6to
589.006,472.027,6to
478.057,420.482,6to
515.791,548.284,6to
589.614,476.334,6to
533.014,494.974,6to
589.006,516.863,6to
539.831,502.953,6to
592.414,581.893,6to
463.999,486.078,6to
568.374,557.321,6to
441.846,470.967,6to
433.569,487.702,6to
491.386,518.84,6to
574.034,624.046,6to
612.802,538.116,6to
506.723,459.882,6to
491.629,509.873,6to
435.82,398.17,6to
612.802,553.509,6to
546.586,511.92,6to
538.309,638.451,6to
461.503,472.027,6to
592.414,549.413,6to
570.139,492.221,6to
393.827,376.917,6to
463.999,454.092,6to
507.453,442.442,6to
560.706,511.92,6to
510.252,470.967,6to
447.932,487.702,6to
464.912,456.281,6to
644.023,624.046,6to
536.909,644.24,6to
575.799,582.246,6to
426.752,470.967,6to
418.11,455.787,6to
592.414,518.84,6to
574.034,548.284,6to
493.272,492.221,6to
519.808,528.796,6to
483.474,470.967,6to
686.443,617.48,6to
551.029,565.3,6to
450.305,454.092,6to
507.453,507.684,6to
611.159,602.44,6to
524.007,516.863,6to
686.443,502.953,6to
569.835,549.413,6to
490.047,505.636,6to
507.453,459.882,6to
709.752,652.149,6to
469.963,470.967,6to
534.414,581.893,6to
560.706,545.954,6to
611.524,501.823,6to
512.93,419.988,6to
519.26,534.021,6to
529.058,418.435,6to
642.928,507.684,6to
592.353,511.92,6to
641.102,516.863,6to
611.037,517.993,6to
450.305,398.17,6to
589.614,492.221,6to
663.012,742.174,6to
317.447,348.815,6to
512.93,517.993,6to
592.414,619.245,6to
490.047,375.081,6to
521.877,459.882,6to
519.808,563.606,6to
524.007,531.973,6to
447.932,455.787,6to
451.644,472.591,6to
502.888,418.435,6to
536.909,553.509,6to
546.586,545.954,6to
483.474,501.823,6to
554.498,348.391,6to
519.26,472.591,6to
592.596,582.599,6to
507.453,423.73,6to
462.049,405.091,6to
649.501,528.443,6to
514.452,481.77,6to
472.337,551.602,6to
680.357,585.353,6to
449.879,397.111,6to
500.271,590.437,6to
500.515,459.529,6to
632.947,424.507,6to
516.947,412.927,6to
500.271,527.313,6to
445.558,459.529,6to
529.606,585.353,6to
466.372,528.796,6to
538.309,616.562,6to
539.831,517.993,6to
491.386,488.337,6to
574.034,602.017,6to
479.153,476.334,6to
466.372,441.241,6to
524.007,516.863,6to
534.414,582.387,6to
529.058,564.877,6to
464.912,423.73,6to
611.159,652.149,6to
589.006,533.032,6to
491.386,503.659,6to
515.791,532.326,6to
570.139,507.684,6to
575.799,494.974,6to
510.252,501.823,6to
554.498,472.027,6to
592.414,846.745,6to
507.453,569.325,6to
519.808,421.33,6to
524.007,501.823,6to
570.626,472.027,6to
491.386,472.591,6to
592.596,602.017,6to
569.835,488.337,6to
506.236,533.315,6to
464.912,380.094,6to
441.846,531.973,6to
381.533,376.211,6to
393.827,376.917,6to
515.791,548.284,6to
521.877,403.254,6to
451.827,399.653,6to
554.498,472.027,6to
409.529,456.281,6to
574.034,564.877,6to
434.908,442.442,6to
519.808,459.882,6to
469.963,470.967,6to
539.831,502.953,6to
505.018,434.18,6to
435.82,375.081,6to
479.153,442.442,6to
466.372,441.241,6to
469.963,563.041,6to
519.26,503.659,6to
502.888,470.332,6to
570.139,492.221,6to
480.188,477.675,6to
447.384,335.399,6to
551.637,443.148,6to
462.477,412.927,6to
533.136,601.664,6to
447.384,369.786,6to
532.588,602.723,6to
589.614,569.325,6to
592.353,602.44,6to
611.524,638.451,6to
685.895,548.284,6to
621.931,488.337,6to
502.888,564.877,6to
536.909,476.334,6to
519.808,652.149,6to
589.006,516.863,6to
589.006,617.48,6to
478.057,400.077,6to
490.047,398.17,6to
464.912,459.882,6to
633.616,545.954,6to
687.964,454.798,6to
500.089,472.027,6to
505.018,439.052,6to
515.791,582.599,6to
450.244,423.73,6to
546.586,528.796,6to
552.55,557.251,6to
500.089,502.953,6to
569.835,503.659,6to
493.272,522.935,6to
519.808,421.33,6to
483.474,454.798,6to
512.93,455.787,6to
519.26,549.413,6to
420.301,470.332,6to
552.672,494.692,6to
461.503,502.953,6to
491.386,503.659,6to
529.058,602.017,6to
690.277,569.325,6to
575.799,545.954,6to
483.474,434.18,6to
491.386,518.84,6to
570.139,492.221,6to
538.309,563.041,6to
500.089,419.988,6to
490.047,418.435,6to
690.277,603.288,6to
376.238,399.653,6to
538.309,547.295,6to
638.363,580.481,6to
519.26,565.3,6to
403.078,347.473,6to
479.153,442.442,6to
519.808,528.796,6to
510.252,454.798,6to
551.029,565.3,6to
557.784,548.284,6to
536.909,522.935,6to
560.706,494.974,6to
570.139,535.927,6to
487.369,419.988,6to
519.26,581.893,6to
614.81,582.599,6to
519.808,511.92,6to
469.963,437.711,6to
498.506,487.702,6to
690.581,582.599,6to
592.353,528.796,6to
687.964,597.215,6to
433.569,438.558,6to
478.057,439.052,6to
612.802,569.325,6to
480.188,494.974,6to
512.93,502.953,6to
668.793,619.245,6to
450.305,311.463,6to
450.244,403.254,6to
519.26,488.337,6to
463.999,501.47,6to
419.084,309.768,6to
469.963,454.798,6to
611.037,472.027,6to
557.784,532.326,6to
464.912,423.73,6to
436.246,441.241,6to
641.102,579.563,6to
479.701,501.611,6to
536.909,442.442,6to
546.586,459.882,6to
524.007,470.967,6to
526.076,472.027,6to
534.414,488.337,6to
502.888,398.17,6to
418.597,423.73,6to
519.808,477.675,6to
553.524,437.711,6to
640.067,533.032,6to
478.057,439.052,6to
614.81,564.877,6to
536.909,459.882,6to
560.706,545.954,6to
524.007,501.823,6to
640.067,564.029,6to
534.414,534.021,6to
542.934,564.877,6to
570.139,569.325,6to
546.586,602.44,6to
611.524,584.718,6to
526.076,517.993,6to
438.194,581.893,6to
502.888,532.326,6to
612.802,507.684,6to
575.799,511.92,6to
510.252,501.823,6to
745.234,549.413,6to
515.791,501.47,6to
642.928,603.288,6to
519.808,494.974,6to
524.007,486.572,6to
640.067,487.702,6to
592.596,624.046,6to
521.877,492.221,6to
611.159,494.974,6to
495.452,498.424,6to
326.394,317.677,6to
324.446,320.995,6to
424.257,412.927,6to
486.7,432.698,6to
489.803,458.258,6to
434.116,464.824,6to
489.803,429.661,6to
479.396,589.025,6to
434.116,448.514,6to
371.735,342.672,6to
365.405,380.8,6to
434.116,417.093,6to
394.009,375.717,6to
486.7,539.316,6to
561.253,585.353,6to
475.319,571.514,6to
486.7,539.316,6to
418.293,551.602,6to
438.498,375.717,6to
573.791,571.514,6to
473.493,481.77,6to
727.889,638.38,6to
451.583,457.481,6to
326.967,340.976,6to
614.81,650.383,6to
589.614,507.684,6to
480.188,421.33,6to
570.139,616.562,6to
668.793,549.413,6to
490.047,454.092,6to
570.139,522.935,6to
519.808,494.974,6to
553.524,563.041,6to
611.037,598.133,6to
681.331,712.519,6to
557.784,516.863,6to
611.159,625.176,6to
483.474,531.973,6to
433.569,472.027,6to
621.931,549.413,6to
557.784,548.284,6to
570.139,569.325,6to
399.548,346.555,6to
611.524,848.0159999999998,6to
526.076,472.027,6to
592.414,667.965,6to
557.784,486.078,6to
519.808,477.675,6to
483.474,419.353,6to
474.588,455.787,6to
551.029,549.413,6to
766.839,624.046,6to
589.614,585.777,6to
470.146,432.768,6to
409.529,472.591,6to
557.784,501.47,6to
380.681,459.882,6to
616.758,626.306,6to
570.139,516.863,6to
539.831,472.027,6to
464.912,549.413,6to
463.999,486.078,6to
589.614,758.485,6to
506.723,602.44,6to
483.474,531.973,6to
509.035,598.133,6to
534.414,581.893,6to
529.058,532.326,6to
552.794,522.935,6to
560.706,511.92,6to
469.963,516.863,6to
554.498,639.58,6to
505.018,534.021,6to
529.058,532.326,6to
479.153,423.73,6to
466.372,378.612,6to
426.752,419.353,6to
461.503,472.027,6to
519.26,667.965,6to
518.408,538.61,6to
536.909,442.442,6to
451.827,441.241,6to
538.309,616.562,6to
418.11,487.702,6to
551.029,547.366,6to
556.75,602.017,6to
479.153,459.882,6to
500.089,548.284,6to
534.414,549.413,6to
490.047,454.092,6to
589.614,644.24,6to
663.012,742.174,6to
524.007,516.863,6to
640.067,665.988,6to
668.793,702.704,6to
592.596,624.046,6to
533.014,477.675,6to
611.524,597.215,6to
762.518,665.988,6to
668.793,619.245,6to
690.581,739.421,6to
589.614,538.116,6to
663.012,831.282,6to
611.524,638.451,6to
686.443,755.378,6to
668.793,702.704,6to
529.058,516.863,6to
612.802,603.288,6to
519.808,511.92,6to
687.964,563.041,6to
640.067,755.378,6to
606.168,634.638,6to
592.596,650.383,6to
612.802,847.028,6to
611.159,652.149,6to
687.964,616.562,6to
611.037,580.481,6to
592.414,619.245,6to
766.839,739.421,6to
612.802,585.777,6to
575.799,602.44,6to
709.752,742.174,6to
524.007,563.041,6to
554.498,580.481,6to
621.931,641.416,6to
477.145,486.078,6to
589.614,603.288,6to
533.014,477.675,6to
538.309,616.562,6to
686.443,598.133,6to
534.414,503.659,6to
614.81,739.421,6to
479.153,380.094,6to
663.012,652.149,6to
641.102,597.215,6to
611.037,755.378,6to
621.931,757.567,6to
494.185,576.88,6to
612.802,507.684,6to
611.524,616.562,6to
570.626,580.481,6to
551.029,619.245,6to
592.596,624.046,6to
612.802,644.24,6to
592.353,477.675,6to
570.139,563.041,6to
686.443,665.988,6to
681.331,598.416,6to
542.934,532.326,6to
612.802,538.116,6to
786.1319999999998,831.282,6to
611.524,579.563,6to
762.518,844.41499999999985,6to
592.414,702.704,6to
542.934,501.47,6to
536.909,476.334,6to
592.353,545.954,6to
641.102,531.973,6to
539.831,472.027,6to
592.414,641.416,6to
766.839,548.284,6to
479.153,459.882,6to
560.706,582.246,6to
570.139,547.295,6to
589.006,639.58,6to
592.414,515.38,6to
644.023,532.326,6to
532.588,493.491,6to
489.499,392.168,6to
551.637,528.443,6to
405.999,562.758,6to
586.084,434.11,6to
569.835,599.687,6to
542.934,564.877,6to
612.802,522.935,6to
560.706,459.882,6to
553.524,579.563,6to
589.006,564.029,6to
551.029,534.021,6to
614.81,501.47,6to
612.802,704.328,6to
542.387,557.321,6to
687.964,638.451,6to
554.498,502.953,6to
464.912,518.84,6to
529.058,486.078,6to
479.153,459.882,6to
519.808,602.44,6to
553.524,531.973,6to
611.037,617.48,6to
464.912,503.659,6to
614.81,684.84,6to
552.794,670.224,6to
493.577,545.954,6to
538.309,470.967,6to
640.067,580.481,6to
592.414,565.3,6to
396.931,397.111,6to
390.601,401.559,6to
503.436,399.794,6to
603.003,621.363,6to
516.947,509.873,6to
177.591,353.122,6to
472.337,378.117,6to
502.28,474.78,6to
533.136,528.443,6to
447.384,432.698,6to
532.588,476.192,6to
451.34,484.595,6to
451.583,298.895,6to
396.931,303.414,6to
473.493,432.698,6to
532.588,530.773,6to
410.137,440.747,6to
396.931,345.637,6to
603.003,585.353,6to
725.758,571.514,6to
458.886,427.049,6to
464.303,492.927,6to
488.465,475.91,6to
390.601,353.122,6to
472.337,476.192,6to
516.947,571.514,6to
536.909,476.334,6to
493.577,375.222,6to
553.524,454.798,6to
512.93,533.032,6to
505.018,472.591,6to
557.784,548.284,6to
521.877,492.221,6to
611.159,742.174,6to
538.309,579.563,6to
762.518,700.586,6to
451.644,534.021,6to
529.058,650.383,6to
589.614,603.288,6to
493.577,528.796,6to
570.139,531.973,6to
474.588,487.702,6to
551.029,488.337,6to
502.888,516.863,6to
521.877,553.509,6to
663.012,652.149,6to
570.139,486.572,6to
526.076,564.029,6to
505.018,518.84,6to
463.999,418.435,6to
450.244,522.935,6to
560.706,545.954,6to
570.139,563.041,6to
762.518,639.58,6to
519.26,549.413,6to
575.799,459.882,6to
641.102,531.973,6to
762.518,580.481,6to
536.118,510.155,6to
690.581,684.84,6to
589.614,603.288,6to
611.159,625.176,6to
697.58,648.195,6to
512.93,598.133,6to
592.414,641.416,6to
631.729,592.838,6to
589.614,492.221,6to
663.012,652.149,6to
641.102,616.562,6to
539.831,487.702,6to
534.414,488.337,6to
557.784,582.599,6to
570.139,603.288,6to
480.188,563.606,6to
469.963,547.295,6to
589.006,533.032,6to
592.414,565.3,6to
690.581,501.47,6to
493.272,522.935,6to
592.353,602.44,6to
611.524,753.472,6to
539.831,564.029,6to
519.26,581.893,6to
529.058,548.284,6to
690.277,569.325,6to
592.353,625.176,6to
524.007,437.711,6to
388.532,394.71,6to
438.498,358.7,6to
475.319,428.532,6to
405.999,448.514,6to
529.606,590.437,6to
544.638,512.344,6to
573.791,778.255,6to
434.116,518.557,6to
445.558,493.491,6to
515.608,585.353,6to
602.943,598.627,6to
460.469,448.514,6to
551.637,530.773,6to
632.947,677.426,6to
461.503,517.993,6to
745.234,581.893,6to
574.034,624.046,6to
570.139,622.422,6to
546.586,687.1,6to
570.139,699.033,6to
686.443,665.988,6to
668.793,641.416,6to
608.481,509.661,6to
552.794,476.334,6to
519.808,528.796,6to
538.309,454.798,6to
512.93,517.993,6to
478.057,518.84,6to
614.81,602.017,6to
690.277,585.777,6to
575.799,625.176,6to
611.524,547.295,6to
487.369,598.133,6to
569.835,488.337,6to
614.81,564.877,6to
690.277,603.288,6to
466.372,511.92,6to
441.846,579.563,6to
570.626,564.029,6to
464.912,507.684,6to
663.012,582.246,6to
510.252,563.041,6to
570.626,639.58,6to
505.018,488.337,6to
483.231,568.901,6to
533.014,602.44,6to
441.846,531.973,6to
569.835,619.245,6to
614.81,650.383,6to
570.139,603.288,6to
611.159,602.44,6to
467.955,505.001,6to
433.569,564.029,6to
621.931,534.021,6to
450.305,470.332,6to
589.614,644.24,6to
546.586,563.606,6to
524.007,579.563,6to
686.443,639.58,6to
592.414,581.893,6to
614.81,684.84,6to
552.794,538.116,6to
611.159,652.149,6to
686.443,617.48,6to
534.414,641.416,6to
450.305,436.934,6to
521.877,603.288,6to
616.758,648.195,6to
469.963,454.798,6to
539.831,617.48,6to
569.835,599.687,6to
570.139,758.485,6to
575.799,582.246,6to
510.252,563.041,6to
491.629,537.904,6to
464.912,503.659,6to
592.596,564.877,6to
552.794,522.935,6to
686.443,438.558,6to
553.524,547.295,6to
419.084,399.653,6to
575.799,625.176,6to
553.524,597.215,6to
570.626,598.133,6to
569.835,472.591,6to
435.82,454.092,6to
493.272,507.684,6to
575.799,625.176,6to
589.006,664.717,6to
433.569,502.953,6to
621.931,619.245,6to
644.023,828.246,6to
536.909,522.935,6to
575.799,545.954,6to
589.006,597.215,6to
539.831,455.787,6to
592.414,503.659,6to
557.784,516.863,6to
464.912,492.221,6to
506.723,399.653,6to
611.524,753.472,6to
570.626,564.029,6to
409.529,439.052,6to
614.81,564.877,6to
479.153,492.221,6to
611.159,687.1,6to
764.466,664.717,6to
614.81,501.47,6to
642.928,704.328,6to
542.387,572.926,6to
570.139,563.041,6to
686.443,700.586,6to
592.414,503.659,6to
614.81,548.284,6to
642.928,622.422,6to
575.799,511.92,6to
570.139,579.563,6to
554.498,533.032,6to
592.414,518.84,6to
614.81,582.599,6to
612.802,622.422,6to
633.616,602.44,6to
589.006,597.215,6to
500.089,455.787,6to
536.118,598.416,6to
574.034,548.284,6to
536.909,585.777,6to
533.014,494.974,6to
496.802,516.863,6to
611.037,517.993,6to
668.793,518.84,6to
477.145,454.092,6to
530.215,497.516,6to
410.563,399.159,6to
461.503,548.284,6to
505.018,434.18,6to
507.453,442.442,6to
633.616,511.92,6to
496.802,501.823,6to
658.995,653.349,6to
464.912,488.337,6to
434.116,417.093,6to
500.515,551.602,6to
529.606,457.481,6to
462.477,459.882,6to
486.7,590.437,6to
418.293,443.148,6to
603.003,533.526,6to
551.637,459.882,6to
500.271,458.893,6to
532.588,602.723,6to
561.253,533.526,6to
521.086,532.891,6to
434.116,590.437,6to
486.091,459.529,6to
490.838,570.525,6to
551.637,633.79,6to
664.472,681.804,6to
551.637,575.044,6to
476.84,408.338,6to
516.947,689.006,6to
587.788,590.437,6to
472.337,459.529,6to
561.253,621.363,6to
551.637,548.637,6to
460.469,369.786,6to
574.399,638.38,6to
603.003,621.363,6to
602.943,598.627,6to
486.7,626.094,6to
572.208,607.312,6to
680.357,767.24,6to
519.26,534.021,6to
644.023,739.421,6to
493.272,476.334,6to
560.706,545.954,6to
553.524,531.973,6to
554.498,700.586,6to
551.029,581.893,6to
557.784,516.863,6to
493.577,441.241,6to
469.963,486.572,6to
686.443,580.481,6to
668.793,599.687,6to
557.784,624.046,6to
507.453,704.328,6to
589.006,598.133,6to
569.835,599.687,6to
644.023,516.863,6to
542.387,466.59,6to
392.731,419.353,6to
461.503,564.029,6to
534.414,488.337,6to
592.596,650.383,6to
380.681,476.334,6to
538.309,516.863,6to
447.932,487.702,6to
451.644,439.052,6to
502.888,470.332,6to
536.909,492.221,6to
518.408,519.475,6to
507.453,538.116,6to
345.869,441.241,6to
469.963,376.211,6to
570.626,502.953,6to
519.26,420.482,6to
529.058,564.877,6to
493.272,459.882,6to
519.808,563.606,6to
392.731,399.159,6to
611.037,700.586,6to
424.196,439.052,6to
536.909,507.684,6to
555.046,413.986,6to
483.474,531.973,6to
570.626,665.988,6to
506.723,528.796,6to
469.963,486.572,6to
686.443,517.993,6to
505.018,472.591,6to
477.145,564.877,6to
493.272,569.325,6to
533.014,477.675,6to
687.964,638.451,6to
500.089,472.027,6to
491.386,488.337,6to
614.81,624.046,6to
509.887,417.305,6to
533.014,563.606,6to
515.608,512.344,6to
551.637,689.006,6to
587.788,626.094,6to
603.003,621.363,6to
649.501,633.79,6to
473.493,464.824,6to
574.399,493.491,6to
502.28,557.251,6to
725.758,689.006,6to
546.221,771.4059999999998,6to
727.889,638.38,6to
451.583,512.344,6to
565.148,518.557,6to
418.293,360.889,6to
449.879,412.927,6to
529.606,562.758,6to
680.357,767.24,6to
475.319,492.503,6to
473.493,464.824,6to
500.515,427.049,6to
515.608,585.353,6to
602.943,633.79,6to
460.469,590.437,6to
532.588,602.723,6to
502.28,557.251,6to
475.319,509.873,6to
434.116,539.316,6to
551.637,783.551,6to
632.947,585.353,6to
533.136,598.627,6to
529.606,590.437,6to
604.16,638.38,6to
603.003,585.353,6to
649.501,778.255,6to
546.221,562.758,6to
651.266,636.897,6to
554.498,517.851,6to
568.739,482.124,6to
546.221,499.564,6to
651.266,694.019,6to
353.537,320.995,6to
437.159,412.927,6to
447.384,539.316,6to
489.803,503.73,6to
353.537,440.747,6to
602.943,598.627,6to
460.469,518.557,6to
445.558,551.602,6to
451.583,408.338,6to
396.931,492.503,6to
529.606,417.093,6to
418.293,427.049,6to
489.499,440.747,6to
727.889,694.019,6to
603.003,585.353,6to
488.465,598.627,6to
727.889,694.019,6to
451.583,585.353,6to
502.219,633.79,6to
445.558,459.529,6to
394.009,320.995,6to
602.943,689.006,6to
546.221,590.437,6to
403.869,342.672,6to
489.499,440.747,6to
437.159,412.927,6to
587.788,590.437,6to
554.498,517.851,6to
573.791,633.79,6to
500.515,493.491,6to
515.608,272.487,6to
649.501,778.255,6to
447.384,448.514,6to
597.465,569.184,6to
632.947,767.24,6to
649.501,633.79,6to
651.266,575.044,6to
561.253,492.927,6to
649.501,509.873,6to
460.469,518.557,6to
727.889,602.723,6to
603.003,512.344,6to
488.465,548.637,6to
587.788,771.4059999999998,6to
403.869,410.95,6to
544.638,492.927,6to
488.465,475.91,6to
617.427,771.4059999999998,6to
472.337,493.491,6to
757.284,621.363,6to
602.943,548.637,6to
741.034,771.4059999999998,6to
486.091,511.567,6to
544.638,492.927,6to
529.606,590.437,6to
532.588,638.38,6to
686.93,624.611,6to
533.136,689.006,6to
514.452,385.814,6to
651.266,476.192,6to
502.28,474.78,6to
516.947,492.503,6to
546.221,539.316,6to
472.337,476.192,6to
561.253,492.927,6to
533.136,509.873,6to
640.798,774.7949999999998,6to
651.266,694.019,6to
544.638,621.363,6to
475.319,492.503,6to
500.271,518.557,6to
727.889,694.019,6to
533.136,598.627,6to
529.606,539.316,6to
580.181,621.363,6to
396.931,428.532,6to
529.606,590.437,6to
604.16,694.019,6to
464.303,512.344,6to
573.791,689.006,6to
331.628,369.786,6to
529.606,590.437,6to
451.34,520.393,6to
502.28,440.747,6to
475.319,509.873,6to
514.452,539.316,6to
515.852,551.602,6to
680.357,677.426,6to
502.219,475.91,6to
460.469,562.758,6to
651.266,551.602,6to
529.606,492.927,6to
449.879,552.591,6to
373.743,417.093,6to
472.337,511.567,6to
515.608,557.251,6to
649.501,598.627,6to
473.493,481.77,6to
532.588,551.602,6to
489.499,512.344,6to
516.947,492.503,6to
617.427,681.804,6to
445.558,602.723,6to
486.7,681.804,6to
472.337,602.723,6to
529.606,677.426,6to
488.465,548.637,6to
587.788,681.804,6to
515.852,575.044,6to
632.947,677.426,6to
424.257,633.79,6to
602.943,509.873,6to
447.384,432.698,6to
486.091,602.723,6to
451.583,457.481,6to
488.465,444.136,6to
741.034,681.804,6to
486.091,551.602,6to
467.894,460.376,6to
437.159,412.927,6to
500.271,562.758,6to
458.886,459.529,6to
502.219,492.503,6to
587.788,539.316,6to
403.869,360.889,6to
580.181,533.526,6to
488.465,459.882,6to
434.116,464.824,6to
418.293,493.491,6to
419.084,430.226,6to
502.219,492.503,6to
447.384,385.814,6to
388.532,427.049,6to
502.28,492.927,6to
516.947,492.503,6to
514.452,527.737,6to
488.465,459.882,6to
514.452,539.316,6to
651.266,638.38,6to
422.127,369.856,6to
551.637,689.006,6to
