medida500_l,medida500_m,grade
570.139,563.041,6to
487.369,517.993,6to
438.194,400.077,6to
490.047,398.17,6to
612.802,507.684,6to
533.014,494.974,6to
764.466,616.562,6to
539.831,419.988,6to
569.835,667.965,6to
644.023,602.017,6to
612.802,603.288,6to
533.014,459.882,6to
426.752,486.572,6to
589.006,639.58,6to
491.386,488.337,6to
490.047,532.326,6to
767.0829999999999,569.325,6to
592.353,742.174,6to
570.139,501.823,6to
515.791,470.332,6to
570.139,553.509,6to
493.577,441.241,6to
474.588,419.988,6to
451.644,456.281,6to
592.596,454.092,6to
434.908,442.442,6to
546.586,346.555,6to
641.102,699.033,6to
589.006,594.038,6to
644.023,548.284,6to
642.928,569.325,6to
506.723,494.974,6to
510.252,547.295,6to
502.888,624.046,6to
552.794,522.935,6to
709.752,831.282,6to
483.474,501.823,6to
539.831,548.284,6to
621.931,439.052,6to
490.047,398.17,6to
536.909,476.334,6to
560.706,511.92,6to
538.309,419.353,6to
686.443,502.953,6to
668.793,472.591,6to
612.802,538.116,6to
592.353,494.974,6to
589.006,547.295,6to
589.006,502.953,6to
519.26,456.281,6to
574.034,436.934,6to
592.414,503.659,6to
450.305,516.863,6to
552.794,459.882,6to
506.723,477.675,6to
589.006,563.041,6to
534.414,503.659,6to
536.909,507.684,6to
575.799,494.974,6to
641.102,547.295,6to
539.831,438.558,6to
490.047,516.863,6to
612.802,553.509,6to
611.159,545.954,6to
687.964,579.563,6to
611.037,502.953,6to
592.414,641.416,6to
542.934,470.332,6to
493.272,507.684,6to
546.586,477.675,6to
570.139,753.472,6to
474.588,419.988,6to
642.928,569.325,6to
519.808,494.974,6to
641.102,501.823,6to
539.831,472.027,6to
569.835,503.659,6to
493.272,423.73,6to
510.252,486.572,6to
570.626,438.558,6to
424.196,420.482,6to
592.596,564.877,6to
589.614,622.422,6to
394.009,457.481,6to
324.081,412.927,6to
247.58,186.839,6to
301.685,179.778,6to
352.625,238.948,6to
278.01,272.487,6to
171.079,186.839,6to
410.989,392.027,6to
407.946,335.399,6to
252.814,238.948,6to
489.499,492.927,6to
396.931,475.91,6to
373.743,294.235,6to
418.293,322.76,6to
394.009,320.995,6to
346.599,363.784,6to
486.091,459.529,6to
394.009,358.7,6to
294.503,345.637,6to
175.826,230.758,6to
371.735,322.76,6to
381.959,444.136,6to
254.335,369.786,6to
252.814,342.672,6to
329.802,360.889,6to
561.253,533.526,6to
319.577,184.721,6to
405.999,369.786,6to
515.608,424.507,6to
383.968,317.677,6to
464.303,340.624,6to
365.405,345.637,6to
354.572,234.006,6to
176.13,322.76,6to
438.498,375.717,6to
515.852,476.192,6to
544.638,512.344,6to
365.405,325.796,6to
486.7,417.093,6to
472.337,394.71,6to
410.989,405.937,6to
460.469,481.77,6to
532.588,427.049,6to
725.758,492.503,6to
467.894,400.5,6to
500.271,401.559,6to
418.293,493.491,6to
365.405,509.873,6to
486.7,417.093,6to
371.735,360.889,6to
580.181,474.78,6to
502.28,457.481,6to
573.791,475.91,6to
561.253,557.251,6to
437.159,492.503,6to
354.572,369.786,6to
352.625,394.71,6to
346.599,459.882,6to
403.869,443.148,6to
489.499,492.927,6to
396.931,397.111,6to
464.303,358.7,6to
529.606,448.514,6to
432.108,378.117,6to
438.498,340.624,6to
488.465,444.136,6to
473.493,448.514,6to
371.735,410.95,6to
502.28,408.338,6to
396.931,428.532,6to
529.606,353.122,6to
472.337,459.529,6to
171.079,345.637,6to
254.335,353.122,6to
405.999,432.698,6to
329.802,378.117,6to
424.805,424.507,6to
365.405,345.637,6to
434.116,385.814,6to
388.532,238.948,6to
464.303,375.717,6to
502.219,509.873,6to
371.735,342.672,6to
354.572,401.559,6to
352.625,273.687,6to
502.28,512.344,6to
424.257,363.784,6to
373.743,234.006,6to
388.532,300.307,6to
451.583,340.624,6to
516.947,428.532,6to
546.221,448.514,6to
476.658,538.328,6to
394.009,457.481,6to
573.791,528.443,6to
447.384,353.122,6to
574.399,694.019,6to
464.303,474.78,6to
449.879,492.503,6to
500.271,369.786,6to
515.852,493.491,6to
394.009,298.895,6to
396.931,428.532,6to
486.7,417.093,6to
532.588,551.602,6to
502.28,424.507,6to
516.947,459.882,6to
434.116,369.786,6to
445.558,394.71,6to
451.583,457.481,6to
475.319,444.136,6to
565.148,448.514,6to
651.266,476.192,6to
515.608,375.717,6to
488.465,397.111,6to
451.583,392.168,6to
388.532,360.889,6to
502.219,397.111,6to
617.427,518.557,6to
500.515,476.192,6to
603.003,533.526,6to
565.148,464.824,6to
472.337,427.049,6to
561.253,492.927,6to
449.879,444.136,6to
651.266,427.049,6to
451.583,340.624,6to
424.257,475.91,6to
529.606,385.814,6to
486.091,410.95,6to
529.606,557.251,6to
488.465,475.91,6to
460.469,432.698,6to
458.886,273.687,6to
533.136,492.503,6to
587.788,464.824,6to
515.852,476.192,6to
489.499,474.78,6to
437.159,412.927,6to
420.423,432.698,6to
388.532,322.76,6to
529.606,533.526,6to
445.558,459.529,6to
488.465,428.532,6to
445.558,410.95,6to
324.446,340.624,6to
410.989,444.136,6to
420.423,369.786,6to
432.108,427.049,6to
201.874,320.995,6to
488.465,412.927,6to
434.116,353.122,6to
418.293,360.889,6to
410.137,457.481,6to
502.219,492.503,6to
420.423,432.698,6to
500.515,459.529,6to
324.081,412.927,6to
354.572,335.399,6to
486.7,499.564,6to
425.961,369.997,6to
410.137,340.624,6to
475.319,475.91,6to
514.452,481.77,6to
604.16,476.192,6to
456.33,538.328,6to
533.136,528.443,6to
418.293,322.76,6to
489.499,392.168,6to
475.319,459.882,6to
617.427,562.758,6to
561.253,533.526,6to
516.947,475.91,6to
473.493,448.514,6to
458.886,410.95,6to
486.7,432.698,6to
489.499,457.481,6to
424.257,428.532,6to
464.303,474.78,6to
551.637,633.79,6to
486.7,626.094,6to
551.637,459.529,6to
515.608,474.78,6to
424.257,397.111,6to
447.384,369.786,6to
432.108,410.95,6to
475.319,428.532,6to
434.116,464.824,6to
604.16,694.019,6to
353.537,375.717,6to
461.443,464.048,6to
447.384,518.557,6to
472.337,476.192,6to
424.805,320.995,6to
381.959,363.784,6to
617.427,539.316,6to
486.091,459.529,6to
353.537,320.995,6to
346.599,363.784,6to
514.452,432.698,6to
472.337,394.71,6to
514.452,518.557,6to
458.886,410.95,6to
365.405,412.927,6to
587.788,590.437,6to
424.805,320.995,6to
529.606,539.316,6to
486.091,427.049,6to
561.253,457.481,6to
437.159,428.532,6to
460.469,385.814,6to
371.735,342.672,6to
438.498,340.624,6to
420.423,385.814,6to
456.33,369.856,6to
381.959,363.784,6to
473.493,464.824,6to
464.303,358.7,6to
473.493,518.557,6to
502.28,392.168,6to
546.221,401.559,6to
502.462,492.291,6to
475.319,492.503,6to
565.148,562.758,6to
472.337,360.889,6to
529.606,392.168,6to
462.477,428.532,6to
405.999,353.122,6to
472.337,443.148,6to
394.009,392.168,6to
346.599,325.796,6to
460.469,401.559,6to
432.108,493.491,6to
489.499,392.168,6to
649.501,571.514,6to
500.271,432.698,6to
551.637,493.491,6to
438.498,392.168,6to
346.599,475.91,6to
458.886,443.148,6to
394.009,340.624,6to
424.257,380.8,6to
390.601,401.559,6to
424.805,440.747,6to
475.319,459.882,6to
532.588,273.687,6to
551.637,492.503,6to
331.628,335.399,6to
388.532,322.76,6to
489.499,457.481,6to
365.405,444.136,6to
373.743,268.109,6to
432.108,410.95,6to
476.84,375.717,6to
410.989,380.8,6to
331.628,369.786,6to
651.266,694.019,6to
544.638,375.717,6to
502.219,444.136,6to
546.221,562.758,6to
580.181,440.747,6to
438.985,420.553,6to
445.558,459.529,6to
476.84,492.927,6to
516.947,444.136,6to
491.203,555.344,6to
551.637,530.773,6to
561.253,408.338,6to
516.947,528.443,6to
664.472,539.316,6to
651.266,551.602,6to
489.499,424.507,6to
502.219,459.882,6to
405.999,385.814,6to
515.852,493.491,6to
476.84,440.747,6to
445.558,378.117,6to
476.84,375.717,6to
551.637,548.637,6to
768.604,549.625,6to
502.28,512.344,6to
488.465,548.637,6to
546.221,428.602,6to
500.515,410.95,6to
580.181,677.426,6to
502.219,475.91,6to
727.889,551.602,6to
489.499,557.251,6to
424.257,412.927,6to
587.788,590.437,6to
533.136,598.627,6to
741.034,562.758,6to
604.16,476.192,6to
680.357,533.526,6to
573.791,571.514,6to
546.221,518.557,6to
651.266,443.148,6to
632.947,585.353,6to
451.583,492.927,6to
475.319,444.136,6to
424.257,428.532,6to
546.221,539.316,6to
445.558,342.672,6to
424.805,340.624,6to
405.999,401.559,6to
418.293,342.672,6to
544.638,474.78,6to
424.257,428.532,6to
529.606,457.481,6to
381.959,428.532,6to
504.045,472.944,6to
514.452,369.786,6to
551.637,459.529,6to
201.874,298.895,6to
319.577,359.759,6to
390.601,335.399,6to
410.137,298.895,6to
460.469,401.559,6to
589.006,579.563,6to
474.588,455.787,6to
551.029,619.245,6to
543.908,449.855,6to
521.877,622.422,6to
476.84,392.168,6to
546.221,562.758,6to
486.091,443.148,6to
424.257,428.532,6to
491.203,376.705,6to
396.931,363.784,6to
561.253,492.927,6to
396.931,363.784,6to
373.743,316.053,6to
445.558,322.76,6to
403.869,360.889,6to
475.319,509.873,6to
565.148,481.77,6to
418.293,403.466,6to
529.606,375.717,6to
516.947,459.882,6to
373.743,401.559,6to
472.337,322.76,6to
410.137,358.7,6to
396.931,397.111,6to
346.599,363.784,6to
473.493,417.093,6to
445.558,360.889,6to
502.28,392.168,6to
396.931,380.8,6to
424.805,340.624,6to
447.384,353.122,6to
438.498,424.507,6to
346.599,397.111,6to
420.423,335.399,6to
449.879,427.049,6to
544.638,533.526,6to
449.879,380.8,6to
473.493,539.316,6to
472.337,394.71,6to
451.583,408.338,6to
486.7,518.557,6to
445.558,394.71,6to
489.499,375.717,6to
478.788,546.871,6to
486.091,410.95,6to
544.638,492.927,6to
437.159,412.927,6to
500.271,499.564,6to
604.16,530.773,6to
464.303,375.717,6to
488.465,509.873,6to
565.148,448.514,6to
515.852,493.491,6to
489.499,358.7,6to
450.244,407.208,6to
500.271,417.093,6to
451.583,424.507,6to
410.989,412.927,6to
460.469,316.053,6to
445.558,427.049,6to
580.181,457.481,6to
516.947,571.514,6to
514.452,448.514,6to
418.293,443.148,6to
444.463,464.966,6to
447.384,464.824,6to
574.399,530.773,6to
603.003,474.78,6to
649.501,528.443,6to
473.493,369.786,6to
352.625,342.672,6to
489.499,358.7,6to
432.108,443.148,6to
489.499,424.507,6to
424.257,345.637,6to
420.423,369.786,6to
463.938,441.947,6to
502.28,440.747,6to
502.219,475.91,6to
415.98,329.609,6to
445.558,410.95,6to
410.137,492.927,6to
466.494,487.419,6to
403.869,378.117,6to
476.84,457.481,6to
331.628,316.053,6to
418.293,360.889,6to
502.28,424.507,6to
171.079,345.637,6to
460.469,353.122,6to
331.628,335.399,6to
403.869,459.529,6to
451.583,457.481,6to
424.257,325.796,6to
473.493,417.093,6to
418.293,342.672,6to
464.303,492.927,6to
403.139,300.66,6to
177.591,335.399,6to
532.588,443.148,6to
451.583,512.344,6to
396.931,428.532,6to
445.558,378.117,6to
476.84,440.747,6to
324.081,428.532,6to
476.84,440.747,6to
604.16,783.551,6to
437.159,397.111,6to
514.452,562.758,6to
529.606,533.526,6to
532.588,530.773,6to
515.608,440.747,6to
464.303,457.481,6to
475.319,509.873,6to
587.788,562.758,6to
503.436,503.73,6to
500.271,432.698,6to
651.266,575.044,6to
649.501,689.006,6to
551.637,551.602,6to
573.791,571.514,6to
447.384,417.093,6to
462.477,428.532,6to
486.7,562.758,6to
551.637,509.873,6to
587.788,626.094,6to
352.625,342.672,6to
515.608,492.927,6to
437.159,444.136,6to
472.337,360.889,6to
561.253,533.526,6to
573.791,528.443,6to
565.148,626.094,6to
447.384,417.093,6to
515.608,408.338,6to
565.148,518.557,6to
500.515,493.491,6to
451.583,440.747,6to
449.879,412.927,6to
587.788,562.758,6to
500.515,551.602,6to
502.28,440.747,6to
488.465,548.637,6to
301.685,432.698,6to
445.558,530.773,6to
418.293,322.76,6to
324.446,358.7,6to
365.405,428.532,6to
354.572,369.786,6to
371.735,394.71,6to
529.606,358.7,6to
324.081,363.784,6to
354.572,294.235,6to
445.558,427.049,6to
424.805,340.624,6to
462.477,397.111,6to
405.999,353.122,6to
589.006,700.586,6to
333.758,376.917,6to
557.784,602.017,6to
568.8,568.901,6to
466.372,625.176,6to
589.006,579.563,6to
570.626,472.027,6to
478.057,456.281,6to
530.884,585.424,6to
380.681,522.935,6to
466.372,309.768,6to
524.007,547.295,6to
570.626,517.993,6to
519.26,581.893,6to
477.145,486.078,6to
536.909,569.325,6to
480.188,563.606,6to
496.802,399.159,6to
611.037,580.481,6to
551.029,565.3,6to
490.047,375.081,6to
611.159,687.1,6to
589.006,516.863,6to
554.498,548.284,6to
519.26,549.413,6to
557.784,532.326,6to
521.877,538.116,6to
611.159,563.606,6to
570.139,569.325,6to
611.159,563.606,6to
641.102,579.563,6to
686.443,580.481,6to
621.931,599.687,6to
644.023,548.284,6to
642.928,538.116,6to
466.372,511.92,6to
519.26,518.84,6to
557.784,548.284,6to
493.272,492.221,6to
530.215,572.926,6to
553.524,531.973,6to
686.443,548.284,6to
506.723,441.241,6to
611.524,563.041,6to
539.831,455.787,6to
519.26,549.413,6to
570.139,492.221,6to
533.014,459.882,6to
524.007,501.823,6to
539.831,419.988,6to
491.386,534.021,6to
476.84,457.481,6to
533.136,598.627,6to
434.116,448.514,6to
551.637,575.044,6to
570.139,547.295,6to
640.067,580.481,6to
478.057,400.077,6to
557.784,501.47,6to
690.277,644.24,6to
611.524,516.863,6to
500.089,487.702,6to
569.835,518.84,6to
574.034,454.092,6to
570.139,522.935,6to
592.353,494.974,6to
538.309,486.572,6to
554.498,502.953,6to
668.793,549.413,6to
592.596,486.078,6to
424.257,444.136,6to
587.788,590.437,6to
515.608,492.927,6to
410.989,444.136,6to
447.384,385.814,6to
515.852,493.491,6to
464.303,457.481,6to
533.136,778.255,6to
500.271,417.093,6to
458.886,459.529,6to
502.28,557.251,6to
424.257,428.532,6to
460.469,590.437,6to
432.108,493.491,6to
476.84,533.526,6to
396.931,345.637,6to
565.148,771.4059999999998,6to
432.108,493.491,6to
640.128,680.18,6to
532.588,511.567,6to
580.181,621.363,6to
529.606,464.824,6to
555.046,542.141,6to
554.498,502.953,6to
519.26,495.963,6to
574.034,486.078,6to
493.577,399.653,6to
510.252,531.973,6to
762.518,598.133,6to
519.26,456.281,6to
474.588,419.988,6to
557.784,501.47,6to
612.802,522.935,6to
633.616,625.176,6to
570.139,557.251,6to
554.498,548.284,6to
592.414,534.021,6to
592.596,624.046,6to
507.453,423.73,6to
663.012,625.176,6to
589.006,501.823,6to
686.443,419.988,6to
519.26,376.917,6to
493.272,538.116,6to
496.802,486.572,6to
512.93,487.702,6to
491.386,534.021,6to
403.078,418.435,6to
493.272,553.509,6to
506.723,494.974,6to
376.603,400.077,6to
474.588,455.787,6to
496.802,486.572,6to
686.443,487.702,6to
745.234,549.413,6to
529.058,602.017,6to
507.453,492.221,6to
466.372,511.92,6to
641.102,563.041,6to
570.626,487.702,6to
668.793,581.893,6to
529.058,501.47,6to
479.153,585.777,6to
575.799,602.44,6to
762.518,639.58,6to
424.196,518.84,6to
592.596,624.046,6to
570.139,603.288,6to
533.014,459.882,6to
538.309,547.295,6to
589.006,580.481,6to
668.793,599.687,6to
502.888,470.332,6to
552.672,568.901,6to
519.808,545.954,6to
514.817,466.095,6to
418.597,442.442,6to
419.084,441.241,6to
510.252,531.973,6to
433.569,472.027,6to
434.116,481.77,6to
486.091,530.773,6to
680.357,621.363,6to
573.791,598.627,6to
473.493,335.399,6to
503.01,434.18,6to
686.443,617.48,6to
536.118,582.387,6to
542.934,684.84,6to
464.912,171.235,6to
611.159,563.606,6to
538.309,597.215,6to
474.588,502.953,6to
424.196,472.591,6to
557.784,564.877,6to
570.139,553.509,6to
493.577,375.222,6to
496.802,501.823,6to
762.518,656.668,6to
534.414,518.84,6to
542.934,650.383,6to
612.802,644.24,6to
466.372,421.33,6to
456.209,547.295,6to
640.067,755.378,6to
551.029,581.893,6to
502.888,470.332,6to
589.614,459.882,6to
469.963,638.451,6to
574.399,511.567,6to
464.303,533.526,6to
396.931,492.503,6to
351.712,404.666,6to
532.588,378.117,6to
278.01,392.168,6to
551.637,528.443,6to
500.271,432.698,6to
388.532,394.71,6to
424.805,440.747,6to
437.159,459.882,6to
500.271,518.557,6to
438.498,440.747,6to
573.791,548.637,6to
529.606,448.514,6to
388.532,273.687,6to
324.446,408.338,6to
424.257,428.532,6to
434.116,417.093,6to
445.558,511.567,6to
476.84,474.78,6to
415.615,390.897,6to
447.384,499.564,6to
502.219,528.443,6to
447.384,499.564,6to
532.588,443.148,6to
603.003,585.353,6to
449.879,475.91,6to
529.606,499.564,6to
371.735,378.117,6to
438.498,557.251,6to
475.319,571.514,6to
460.469,562.758,6to
432.108,694.019,6to
544.638,557.251,6to
460.469,518.557,6to
472.337,602.723,6to
432.169,448.938,6to
475.319,509.873,6to
472.337,575.044,6to
437.159,475.91,6to
390.601,518.557,6to
574.399,602.723,6to
489.499,492.927,6to
434.116,464.824,6to
403.869,410.95,6to
476.84,408.338,6to
346.599,397.111,6to
373.743,316.053,6to
447.384,335.399,6to
367.535,353.899,6to
464.303,408.338,6to
346.599,428.532,6to
354.572,369.786,6to
486.091,575.044,6to
475.319,509.873,6to
447.384,385.814,6to
500.515,394.71,6to
467.894,448.938,6to
462.477,571.514,6to
473.493,518.557,6to
502.28,492.927,6to
462.477,444.136,6to
570.139,492.221,6to
506.723,441.241,6to
553.524,470.967,6to
539.831,348.391,6to
519.26,518.84,6to
552.794,442.442,6to
493.577,421.33,6to
554.498,517.993,6to
569.835,503.659,6to
592.596,486.078,6to
536.909,492.221,6to
592.353,625.176,6to
762.518,533.032,6to
451.644,534.021,6to
574.034,486.078,6to
493.272,423.73,6to
546.586,625.176,6to
524.007,547.295,6to
539.831,502.953,6to
438.194,439.052,6to
766.839,582.599,6to
536.909,670.224,6to
480.188,528.796,6to
687.964,699.033,6to
762.518,580.481,6to
534.414,565.3,6to
644.023,470.332,6to
418.597,492.221,6to
533.014,582.246,6to
611.524,664.717,6to
686.443,580.481,6to
409.529,349.309,6to
690.581,684.84,6to
400.826,352.486,6to
611.159,582.246,6to
538.309,437.711,6to
500.089,438.558,6to
478.057,472.591,6to
529.058,532.326,6to
612.802,644.24,6to
575.799,582.246,6to
483.474,597.215,6to
574.034,532.326,6to
521.877,569.325,6to
493.577,582.246,6to
526.867,544.118,6to
418.11,399.512,6to
534.414,456.281,6to
463.999,516.863,6to
436.246,375.222,6to
496.802,437.711,6to
686.443,700.586,6to
550.359,634.638,6to
574.034,684.84,6to
552.794,538.116,6to
480.188,441.241,6to
524.007,437.711,6to
515.669,466.378,6to
505.018,549.413,6to
515.791,532.326,6to
536.909,507.684,6to
466.372,399.653,6to
381.533,419.423,6to
438.194,439.052,6to
502.888,516.863,6to
521.877,507.684,6to
560.706,563.606,6to
611.524,516.863,6to
611.037,617.48,6to
515.791,519.475,6to
570.139,538.116,6to
611.524,638.451,6to
611.037,580.481,6to
446.191,455.189,6to
447.384,432.698,6to
561.253,557.251,6to
602.943,689.006,6to
486.7,518.557,6to
403.869,322.76,6to
438.498,298.895,6to
475.319,459.882,6to
420.423,448.514,6to
486.091,427.049,6to
529.606,585.353,6to
486.7,464.824,6to
486.091,476.192,6to
603.003,533.526,6to
381.959,444.136,6to
474.588,437.852,6to
745.234,599.687,6to
574.034,486.078,6to
570.139,733.701,6to
663.012,687.1,6to
553.524,579.563,6to
570.626,517.993,6to
534.414,534.021,6to
450.305,532.326,6to
519.808,582.246,6to
538.309,597.215,6to
611.037,533.032,6to
478.057,400.077,6to
490.047,347.473,6to
365.289,405.091,6to
702.814,846.745,6to
642.928,603.288,6to
633.616,742.174,6to
764.466,699.033,6to
640.067,502.953,6to
592.414,549.413,6to
592.596,470.332,6to
552.794,670.224,6to
592.353,545.954,6to
611.524,616.562,6to
570.626,487.702,6to
505.018,456.281,6to
690.581,650.383,6to
479.153,476.334,6to
663.012,652.149,6to
524.007,486.572,6to
640.067,580.481,6to
551.029,619.245,6to
574.034,501.47,6to
642.928,847.028,6to
638.728,626.306,6to
483.474,501.823,6to
621.931,565.3,6to
690.581,739.421,6to
521.877,670.224,6to
560.706,652.149,6to
569.835,641.416,6to
766.839,828.246,6to
552.794,553.509,6to
575.799,687.1,6to
640.067,639.58,6to
569.835,503.659,6to
614.81,486.078,6to
561.618,492.221,6to
493.577,494.974,6to
611.524,579.563,6to
762.518,844.41499999999985,6to
745.234,667.965,6to
592.596,624.046,6to
690.277,758.485,6to
542.387,342.036,6to
611.524,501.823,6to
512.93,533.032,6to
621.931,565.3,6to
644.023,516.863,6to
493.272,459.882,6to
709.752,652.149,6to
441.846,419.353,6to
438.194,472.591,6to
557.784,739.421,6to
570.139,492.221,6to
519.808,625.176,6to
589.006,563.041,6to
589.006,438.558,6to
551.029,456.281,6to
380.681,476.334,6to
560.706,511.92,6to
510.252,454.798,6to
554.498,487.702,6to
476.84,392.168,6to
365.405,435.098,6to
371.735,322.76,6to
544.638,474.78,6to
424.257,380.8,6to
458.886,427.049,6to
460.469,481.77,6to
515.852,511.567,6to
533.136,528.443,6to
434.116,464.824,6to
418.293,394.71,6to
489.499,492.927,6to
424.257,380.8,6to
546.221,464.824,6to
352.625,300.307,6to
502.28,424.507,6to
447.384,464.824,6to
472.337,530.773,6to
544.638,474.78,6to
396.931,444.136,6to
460.469,499.564,6to
388.532,476.192,6to
274.967,400.5,6to
551.637,689.006,6to
502.28,492.927,6to
502.219,459.882,6to
565.148,539.316,6to
574.399,575.044,6to
515.608,585.353,6to
462.477,548.637,6to
529.606,499.564,6to
418.293,443.148,6to
533.014,494.974,6to
410.563,399.159,6to
512.93,487.702,6to
621.931,581.893,6to
574.399,602.723,6to
502.28,585.353,6to
